legacy_id,created_at,overseer_legacy_id,company_contact_lagacy,subject,purpose,comment,actionrequired,activity,refno,inquiry_number,activitystatus
3836,"2017-12-01 12:22:14",101,NULL,,"Payment Followup","Shared Invoice with Finance team to process our payment. As per them, Payment will be released in next 4-5 days.","Have to follow up on 5th Dec with finance team.","Phone call",1512130934#1017,10990,"Pending Approval"
3837,"2017-12-01 13:14:15",105,5842,"Pitching our product portfolio","First Meeting/Intro Meeting","Went with Ved Sir, met Mr Ketan. Introduction to bulk MRO, he said they will float enquiry. They want 15 vendors supply to be done by us.","Send quotation and followup.",Meeting,1512134055#1055,15233,Approved
3838,"2017-12-01 13:17:23",105,NULL,,"Follow up","Discuss about frieght 1000 Rs was less , he said frieght shud be handled by us. He told to send revised quotation including frieght. Quotation sent.","Followup for order.",Meeting,1512134243#1059,13745,Approved
3839,"2017-12-01 13:20:26",105,NULL,,"Follow up","Took followup for quotation sent, he wanted to know whether that pumps can install in tanks. I checked and we can . He said to come next week.","Followup for order.","Phone call",1512134426#1055,14607,Approved
3840,"2017-12-01 13:22:39",105,4649,"Appointment for meeting ","First Meeting/Intro Meeting","Wanted to meet her with Ved Sir, but she was busy she told to meet next week.","To meet her next week with Ved Sir to discuss year contract.","Phone call",1512134559#1053,15234,Approved
3841,"2017-12-01 13:25:10",105,NULL,,Closure,"Spoke to Kiran Sir for PO. PO received. ","Need to deliver early. Followup for enquiries.","Phone call",1512134710#1056,14963,Approved
3842,"2017-12-01 13:25:47",113,5843,Introduction,"First Meeting/Intro Meeting","Visit for Inquiry Godrej Hydraulic Pallet 2.5 ton (6) Nos. Urgent Quotation Mail.","Followup for new inquiry. ",Meeting,1512134747#1138,15235,"Pending Approval"
3843,"2017-12-01 13:27:30",105,NULL,,"Follow up","Took followup for quotation sent, he said enquiry is still open. He will check revised quote and revert.","Followup for order and enquiries.","Phone call",1512134850#1055,14839,Approved
3844,"2017-12-01 13:27:47",113,3561,Discussion,"Follow up","Discussion for Due Payment and (15) Berral Hydraulic Oil 46 HLP Regarding.","Followup for new inquiry.",Meeting,1512134867#11310,15236,"Pending Approval"
3845,"2017-12-01 13:29:21",105,5290,"Pitching our products ","Follow up","Wanted to meet him, he said to meet next week at thane. Details mailed to him.","Followup for enquiries.","Phone call",1512134961#1053,15237,Approved
3846,"2017-12-01 13:29:24",113,5210,Discussion,"First Meeting/Intro Meeting","Discussion for Mobil DTE 25 Hydraulic Oil Regarding.  ","Followup for new inquiry",Meeting,1512134964#1139,15238,Rejected
3847,"2017-12-01 13:31:14",113,3530,Followup,"Follow up","Visit for Due Payment Regarding Within two Days Payment Deposit. ","Within Two Days Payment Collet.",Meeting,1512135074#11310,15239,Rejected
3848,"2017-12-01 13:32:51",105,4030,"Pitching our product portfolio","First Meeting/Intro Meeting","Introduction to Bulk mro. Gave reference of Pravin sir to ajay sir. He told to mail details. Email sent.","FOLLOW-up for enquiries.","Phone call",1512135171#1055,15240,Approved
3849,"2017-12-01 14:00:27",109,5279,"follow up meeting","Follow up","Met With Clients Discuss previous  quoted Query And Ask For New RFQ","Consider the Payment with handle by team they will pay after delivery when store stamped will Transfer Total Amount through bank afer 40 -45days
And For Vendor Registration Have To Register With Details documents with them ",Meeting,1512136827#1097,15241,Approved
3850,"2017-12-01 14:08:18",9,3259,meeting,"First Meeting/Intro Meeting","Discussed about PPES  PO ","following up",Meeting,1512137298#95,15242,"Pending Approval"
3851,"2017-12-01 14:11:09",109,4010,"follow up meeting","Follow up","Discuss for the PO He Said After Monday Will talk With Team On This query","Need To Follow",Meeting,1512137469#1097,15243,Approved
3852,"2017-12-01 14:22:30",59,NULL,,"Follow up","I Met Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation will be In Process.","Inquiry Follow Up.",Meeting,1512138150#599,14487,Approved
3853,"2017-12-01 14:22:37",59,NULL,,"Follow up","I Met Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation will be In Process.","Inquiry Follow Up.",Meeting,1512138157#594,14487,Approved
3854,"2017-12-01 15:13:17",112,4196,"daily report","Follow up","Discussed regarding requirement he will inform requirements as it comes.
","To follow up.
","Phone call",1512141197#1129,15244,Approved
3855,"2017-12-01 15:14:09",112,4822,"daily report","Follow up","Discussed company profile.
","To follow up for inquiry.
","Phone call",1512141249#1129,15245,Approved
3856,"2017-12-01 15:15:25",112,5596,"daily report","Follow up","Discussed regarding another requirement he said to call next week for inquiry.
","To call for inquiry.
",Meeting,1512141325#1129,15246,Approved
3857,"2017-12-01 15:16:37",108,1312,"BMRO Business","Follow up","To explore the possibility of BMRO association.","Will contact after December 2017 as their F/y is ending on 31 December.",Meeting,1512141397#1083,15247,"Pending Approval"
3858,"2017-12-01 15:19:19",108,NULL,,"Follow up","To know the status of our quote and order expected date. Likely to be through next week.","Will contact him.","Phone call",1512141559#1088,13386,"Pending Approval"
3859,"2017-12-01 15:22:36",112,NULL,,"Follow up","discussed regarding quotation he said to call next week. ","To call next week for PO.","Phone call",1512141756#1126,14612,Approved
3860,"2017-12-01 15:25:56",112,3835,"daily report","Follow up","To call for more inquiry he said to meet 2nd week of month.","To meet for inquiry.","Phone call",1512141956#1128,15248,Approved
3861,"2017-12-01 15:45:46",112,4792,"daily report","Follow up","Follow up for inquiry he said to send Bosch catalog for selecting items. ","To send catalog and follow up.","Phone call",1512143146#1124,15249,Approved
3862,"2017-12-01 17:27:28",19,NULL,,"Follow up","At  Alstom  meeting with Gerald GRN generate against invoice no.4000295
GRN No.5004224579",DONE.,Meeting,1512149248#1910,14277,Approved
3863,"2017-12-01 17:29:32",19,NULL,,"Follow up","At Alstom meeting with Gerald GRN generate against invoice no.4000061 GRN No.5003965660,10263",Done.,Meeting,1512149372#197,10263,Approved
3864,"2017-12-01 17:31:42",19,NULL,,"Follow up","
At Alstom meeting with Gerald GRN generate against invoice no.4000064 GRN No.5003965661

",Done.,Meeting,1512149502#195,10300,Approved
3865,"2017-12-01 17:33:18",19,NULL,,"Follow up","At Alstom meeting with Gerald GRN generate against invoice no.4000065 GRN No.5003965733",Done.,Meeting,1512149598#199,9864,Approved
3866,"2017-12-01 17:34:44",19,NULL,,"Follow up","At Alstom meeting with Gerald GRN generate against invoice no.4000113 GRN No.5004023857",Done.,Meeting,1512149684#193,10273,Approved
3867,"2017-12-01 17:36:50",19,NULL,,"Follow up","At Alstom meeting with Gerald GRN generate against invoice no.4000067 GRN No.5003965735",Done,Meeting,1512149810#196,9865,Approved
3868,"2017-12-01 17:54:30",25,NULL,,"Follow up","Got PO for the said inquiry value 11,700.00 INR","Execute properly",Meeting,1512150870#254,14085,Approved
3869,"2017-12-01 17:57:01",25,NULL,,"Follow up","Got PO for the said inquiry value 6,909.60 INR","Execute properly",Meeting,1512151021#258,14372,Approved
3870,"2017-12-01 17:59:21",25,NULL,,"Follow up","It\'s in process PR not raised but once raise we\'ll get PO for the said inquiry","Wait for PO",Meeting,1512151161#256,11181,Approved
3871,"2017-12-02 10:04:45",106,NULL,,Execution,"Material Under Custom Clearance","Material to be dispatched after custom clearance",Email,1512209085#1063,7107,"Pending Approval"
3872,"2017-12-02 10:08:15",52,NULL,,,Enquiry,"to followup regularly","Phone call",1512209295#528,14740,"Pending Approval"
3873,"2017-12-02 10:47:11",96,NULL,,"Follow up","Discussion with Umangbhatti sir for hydraulic puller and send to working video ","Awaiting for response.",Email,1512211631#9610,14837,"Pending Approval"
3874,"2017-12-02 10:51:23",96,NULL,,"Follow up","Contact to Rexroth supplier for valve ","Price received on mail now source to another Rexroth valve","Phone call",1512211883#966,14718,"Pending Approval"
3875,"2017-12-02 12:56:14",105,NULL,,"Follow up","Took followup for tc gasket enquiries, he said prices are high .he has given target rates and1 enquiry.","Send quotation and followup.",Meeting,1512219374#1055,14979,Approved
3876,"2017-12-02 12:58:41",105,3818,"Followup for enquiries.","Follow up","Took followup for enquiries, he said to meet him on monday. ","To meet him on monday.","Phone call",1512219521#1059,15393,Approved
3877,"2017-12-02 13:29:51",113,5251,Discussion,"First Meeting/Intro Meeting","Visit for Discussion Inquiry No.14199 Lubricants Oil Product Application Regarding.  ","Best Price Quotation Mail. ",Meeting,1512221391#1136,15394,Rejected
3878,"2017-12-02 13:32:48",113,5273,Followup,"Follow up","Visit for Quotation No.13661 Godrej Hydraulic Pallet 2.5 ton Regarding Discussion.  ","Followup for Month End Order.",Meeting,1512221568#1138,15395,Rejected
3879,"2017-12-02 13:35:43",113,3530,Discussion,"Follow up","Visit for Due Payment Regarding Discussion. ","07 Nov. Payment Collection.",Meeting,1512221743#1138,15396,Rejected
3880,"2017-12-02 13:37:24",113,5253,Discussion,"First Meeting/Intro Meeting","Visit for Lubricants Product Regarding Discussion.  ","Followup for new inquiry.",Meeting,1512221844#1133,15397,Rejected
3881,"2017-12-04 12:44:22",109,NULL,,"Follow up","Meet With The Clients He Had Confirmed By team With Respective Organisation Which One Appoint to work on this project , they will Confirm This Query Soon, ","as On Confirmation Mailed Have to Meet Again With The Clients ",Meeting,1512391462#1097,12205,Approved
3882,"2017-12-04 12:50:51",109,5991,"Follow UP  meeting","First Meeting/Intro Meeting","Discuss for the Maintenance Products In Mechanical He Will Decided Soon Than Get Replied On This , Fir IT They Filled For Two Years AMC Deal ","Need To Share Abrasives,
Adhesives, Products Catalogue and Few Quality Measurements Catalogue Along With Introductory mail to Mr Anand he Will Discuss With Mr Jay Singh negi",Meeting,1512391851#1098,15479,Approved
3883,"2017-12-04 12:57:08",109,5993,"general meeting","First Meeting/Intro Meeting","Discuss for the Lighting Equipment He Will Share By mailed Bu Informed Me in Written Said Provide quote on This,

1- Rechargeable Light 11-15 Nos (In Dongle for project site work)

2- Emergency Light 15 Nos For Project Site Work","Need to share Catalogue With Mr Naveen Sharma ",Meeting,1512392228#1098,15487,Approved
3884,"2017-12-04 13:04:41",109,NULL,,"Follow up","Called for the Discuss Price He Said He Want Different t Products Which Is Quoted BY Us ","Nee to Ask Proper Details ","Phone call",1512392681#1093,15208,Approved
3885,"2017-12-04 13:20:42",52,NULL,,"Follow up","Material delivery","to despatch tomorrow","Phone call",1512393642#524,7093,"Pending Approval"
3886,"2017-12-04 13:44:49",96,NULL,,"Follow up","Discussion regarding Flash light with hooter with Viral sir and also discuss regarding cable tie ","conform clarification now need to supply as per description  ",Meeting,1512395089#969,15486,"Pending Approval"
3887,"2017-12-04 13:47:01",96,NULL,,"Follow up","Discussion regarding current collector with dhaval sir ","Now need to be deliver on next week ",Meeting,1512395221#963,11218,"Pending Approval"
3888,"2017-12-04 13:58:21",105,NULL,,"Follow up","Took followup for quotation sent. He said material code is not done.he has send 2 more enquiries.","Send quotation and followup.",Meeting,1512395901#1053,11919,Approved
3889,"2017-12-04 14:03:49",113,4004,Discussion,"First Meeting/Intro Meeting","Visit for Godrej Hydraulic Pallet 2.5 ton Regarding Discussion but Price Problem. ","Followup for new inquiry.",Meeting,1512396229#1136,15490,Rejected
3890,"2017-12-04 14:05:14",113,5647,Dicussion,"First Meeting/Intro Meeting","Visit for BPCL Lubricants Product Regarding Discussion.  ","Followup for new inquiry.",Meeting,1512396314#1139,15491,Rejected
3891,"2017-12-04 14:10:22",113,3561,"Collection ","First Meeting/Intro Meeting","Visit for Payment Cheque PDC Collection. ","PDC Payment Cheque Collection. ",Meeting,1512396622#1133,15492,Rejected
3892,"2017-12-04 14:19:02",105,NULL,,"Follow up","Took followup , he said he will inform target price also. Told him to send enquiries.","Followup for enquiries and orders.",Meeting,1512397142#10510,11501,Approved
3893,"2017-12-04 14:20:47",105,5734,"Pitching our product portfolio","First Meeting/Intro Meeting","Introduction to portfolio, he has given the enquiries for grundfos pumps.","Send quotation and followup.",Meeting,1512397247#1054,15493,Approved
3894,"2017-12-04 14:23:42",105,3805,"Pitching our product portfolio","First Meeting/Intro Meeting","Introduction to portfolio, he said he will send enquiries","Followup for enquiries.",Meeting,1512397422#1055,15494,Approved
3895,"2017-12-04 14:43:16",59,NULL,,"Follow up","I Met Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation will be in Process and P.O. Received Within 1 Week. ","Inquiry Follow Up.",Meeting,1512398596#5910,14423,Approved
3896,"2017-12-04 14:49:06",59,NULL,,"Follow up","I Meet Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation Will be In Process. ","Inquiry Follow Up.",Meeting,1512398946#595,14487,Approved
3897,"2017-12-04 14:49:14",59,NULL,,"Follow up","I Meet Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation Will be In Process. ","Inquiry Follow Up.",Meeting,1512398954#593,14487,Approved
3898,"2017-12-04 15:22:58",105,NULL,,Closure,"To give only micrometer tommorow at mulund .they will pick after caliberation.","Proper delivery.","Phone call",1512400978#1058,15081,Approved
