Sr,SKU,Old Discription,New Discription,Brand,Mfr,IS Duplicate
6007,BM0O1V7,"CONA 10A TPN Miniatur Circuit Creaker, C Type - 3806","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 10A - 3806",CONA,3806,
6008,BM0O1V8,"CONA 16A TPN Miniatur Circuit Creaker, C Type - 3836","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 16A - 3836",CONA,3836,
6009,BM0O1V9,"CONA 20A TPN Miniatur Circuit Creaker, C Type - 3866","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 20A - 3866",CONA,3866,
6010,BM0O1W0,"CONA 25A TPN Miniatur Circuit Creaker, C Type - 3896","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 25A - 3896",CONA,3896,
6011,BM0O1W1,"CONA 32A TPN Miniatur Circuit Creaker, C Type - 3926","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 32A - 3926",CONA,3926,
6012,BM0O1W2,"CONA 40A TPN Miniatur Circuit Creaker, C Type - 3956","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 40A - 3956",CONA,3956,
6013,BM0O1W3,"CONA 63A TPN Miniatur Circuit Creaker, C Type - 3986","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 63A - 3986",CONA,3986,
6014,BM0O1V6,"CONA 6A TPN Miniatur Circuit Creaker, C Type - 3746","CONA C Type Three Pole Neutral Miniature Circuit Breaker, Current 6A - 3746",CONA,3746,
6015,BM0O3Y2,"CONA Beetel, Musical Chimes & Buzzers - 2866","CONA Church Tune Beetel, Wire Length 1 Mtr - 2866",CONA,2866,
6016,BM0O2M6,"CONA Luxury Type Cover Plate, Con Wood Series, 4.5""X10.5"" - 1114L","CONA Con Wood Series Luxury Type Cover Plate, Size 4.5""X10.5"" - 1114L",CONA,1114L,
6017,BM0O2M8,"CONA Luxury Type Cover Plate, Con Wood Series, 4.5""X12.5"" - 1115L","CONA Con Wood Series Luxury Type Cover Plate, Size 4.5""X12.5"" - 1115L",CONA,1115L,
6018,BM0O2M0,"CONA Luxury Type Cover Plate, Con Wood Series, 4.5""X4.5"" - 1111L","CONA Con Wood Series Luxury Type Cover Plate, Size 4.5""X4.5"" - 1111L",CONA,1111L,
6019,BM0O2M2,"CONA Luxury Type Cover Plate, Con Wood Series, 4.5""X6.5"" - 1112L","CONA Con Wood Series Luxury Type Cover Plate, Size 4.5""X6.5"" - 1112L",CONA,1112L,
6020,BM0O2M4,"CONA Luxury Type Cover Plate, Con Wood Series, 4.5""X8.5"" - 1113L","CONA Con Wood Series Luxury Type Cover Plate, Size 4.5""X8.5"" - 1113L",CONA,1113L,
6021,BM0O2N2,"CONA Luxury Type Cover Plate, Con Wood Series, 6.5""X10.5"" - 1117L","CONA Con Wood Series Luxury Type Cover Plate, Size 6.5""X10.5"" - 1117L",CONA,1117L,
6022,BM0O2N0,"CONA Luxury Type Cover Plate, Con Wood Series, 6.5""X8.5"" - 1116L","CONA Con Wood Series Luxury Type Cover Plate, Size 6.5""X8.5"" - 1116L",CONA,1116L,
6023,BM0O2N4,"CONA Luxury Type Cover Plate, Con Wood Series, 8.5""X10.5"" - 1118L","CONA Con Wood Series Luxury Type Cover Plate, Size 8.5""X10.5"" - 1118L",CONA,1118L,
6024,BM0O2M5,"CONA Style Type Cover Plate, Con Wood Series, 4.5""X10.5"" - 1114S","CONA Con Wood Series Style Type Cover Plate, Size 4.5""X10.5"" - 1114S",CONA,1114S,
6025,BM0O2M7,"CONA Style Type Cover Plate, Con Wood Series, 4.5""X12.5"" - 1115S","CONA Con Wood Series Style Type Cover Plate, Size 4.5""X12.5"" - 1115S",CONA,1115S,
6026,BM0O2L9,"CONA Style Type Cover Plate, Con Wood Series, 4.5""X4.5"" - 1111S","CONA Con Wood Series Style Type Cover Plate, Size 4.5""X4.5"" - 1111S",CONA,1111S,
6027,BM0O2M1,"CONA Style Type Cover Plate, Con Wood Series, 4.5""X6.5"" - 1112S","CONA Con Wood Series Style Type Cover Plate, Size 4.5""X6.5"" - 1112S",CONA,1112S,
6028,BM0O2M3,"CONA Style Type Cover Plate, Con Wood Series, 4.5""X8.5"" - 1113S","CONA Con Wood Series Style Type Cover Plate, Size 4.5""X8.5"" - 1113S",CONA,1113S,
6029,BM0O2N1,"CONA Style Type Cover Plate, Con Wood Series, 6.5""X10.5"" - 1117S","CONA Con Wood Series Style Type Cover Plate, Size 6.5""X10.5"" - 1117S",CONA,1117S,
6030,BM0O2M9,"CONA Style Type Cover Plate, Con Wood Series, 6.5""X8.5"" - 1116S","CONA Con Wood Series Style Type Cover Plate, Size 6.5""X8.5"" - 1116S",CONA,1116S,
6031,BM0O2N3,"CONA Style Type Cover Plate, Con Wood Series, 8.5""X10.5"" - 1118S","CONA Con Wood Series Style Type Cover Plate, Size 8.5""X10.5"" - 1118S",CONA,1118S,
6032,BM0O3X4,"CONA Continuous Mantra, Musical Chimes & Buzzers - 3236",CONA Continuous Mantra Musical Chime & Buzzer - 3236,CONA,3236,
6033,BM0O3F3,CONA Cord Outlet With Grip - 9361,CONA Cord Outlet With Grip - 9361,CONA,93661,
6034,BM0O3W3,"CONA Cosmo Assorted, Musical Chimes & Buzzers - 3021",CONA Cosmo Assorted - 3021,CONA,3021,
6035,BM0O3J0,CONA Deluxe Old Universal Socket 6/16A  - 1691,"CONA Deluxe Old Universal Socket, Current 6/16A - 1691",CONA,1691,
6036,BM0O3J6,CONA Deluxe Plug Top 16A  - 1991,"CONA Deluxe Plug Top, Current 16A - 1991",CONA,1991,
6037,BM0O3J5,CONA Deluxe Plug Top 6A  - 1986,"CONA Deluxe Plug Top, Current 6A - 1986",CONA,1986,
6038,BM0O3U8,"CONA Designer, Ding Dong Bells - 2726",CONA Designer Ding Dong Bell - 2726,CONA,2726,
6039,BM0O3S0,CONA Diamond Pendant Holder WIth OBR - 2196,CONA Diamond Pendant Holder With OBR - 2196,CONA,2196,
6040,BM0O3R9,CONA Dome Adjustable Holder With OBR - 4231,CONA Dome Adjustable Holder With OBR - 4231,CONA,4231,
6041,BM0O3Q8,CONA Dome Angle Holder With OBR - 2526,CONA Dome Angle Holder With OBR - 2526,CONA,2526,
6042,BM0O3Q9,CONA Dome Batten Holder With OBR - 2541,CONA Dome Batten Holder With OBR - 2541,CONA,2541,
6043,BM0O3V2,"CONA Dots, Ding Dong Bells - 2871",CONA Dots Ding Dong Bell - 2871,CONA,2871,
6044,BM0O3X2,"CONA Double Coil Gong Bell, Musical Chimes & Buzzers - 2956",CONA Double Coil Gong Bell - 2956,CONA,2956,
6045,BM0O1Y9,CONA 25A DP Changeover - 10016,"CONA Double Pole Changeover, Current 25A - 10016",CONA,10016,
6046,BM0O1Z0,CONA 40A DP Changeover - 10021,"CONA Double Pole Changeover, Current 40A - 10021",CONA,10021,
6047,BM0O1X3,CONA 40A DP Isolators - 4001,"CONA Double Pole Isolator, Current 40A - 4001",CONA,4001,
6048,BM0O1X4,CONA 63A DP Isolators - 4021,"CONA Double Pole Isolator, Current 63A - 4021",CONA,4021,
6049,BM0O3V6,"CONA Era, Ding Dong Bells - 2851",CONA ERA Ding Dong Bell - 2851,CONA,2851,
6050,BM0O3R0,"CONA Fashion Angle Holder With OBR, Colour Ring - 2471",CONA Fashion Angle Holder With OBR Colour Ring - 2471,CONA,2471,
6051,BM0O3R1,"CONA Fashion Batten Holder With OBR, Colour Ring - 2476",CONA Fashion Batten Holder With OBR Colour Ring - 2476,CONA,2476,
6052,BM0O3X1,"CONA Flower Church, Musical Chimes & Buzzers - 2941",CONA Flower Church Musical Chime & Buzzer - 2941,CONA,2941,
6053,BM0O1Z1,CONA 25A FP Changeover - 10026,"CONA Four Pole Changeover, Current 25A - 10026",CONA,10026,
6054,BM0O1Z2,CONA 40A FP Changeover - 10031,"CONA Four Pole Changeover, Current 40A - 10031",CONA,10031,
6055,BM0O1X5,CONA 40A FP Isolators - 4011,"CONA Four Pole Isolator, Current 40A - 4011",CONA,4011,
6056,BM0O1X6,CONA 63A FP Isolators - 4031,"CONA Four Pole Isolator, Current 63A - 4031",CONA,4031,
6057,BM0O3V0,"CONA Galaxy, Ding Dong Bells - 3356",CONA Galaxy Ding Dong Bell - 3356,CONA,3356,
6058,BM0O2V4,"CONA 6/16A Glossy Multi Plug With Indicator, Gold Series - 2076","CONA Glossy Multi Plug With Indicator, Current 6/16A - 2076",CONA,2076,
6059,BM0O3J2,CONA Glow Plug Top 16A With Indicator - 1961,"CONA Glow Plug Top With Indicator, Current 16A - 1961",CONA,1961,
6060,BM0O3J1,CONA Glow Plug Top 6A With Indicator - 1951,"CONA Glow Plug Top With Indicator, Current 6A - 1951",CONA,1951,
6061,BM0O3K1,CONA Gold Iron Connector  - 2091,CONA Gold Iron Connector - 2091,CONA,2091,
6062,BM0O3L8,"CONA 12 Way Strip Connector, Gold Series, 10A - 2101","CONA Gold Series 12 Way Strip Connector, Current 10A - 2101",CONA,2101,
6063,BM0O2I9,CONA 6 Way Wireless (RF) Remote Control Wall Switch - 3296,CONA Gold Series 6 Way Wireless Remote Control Wall Switch - 3296,CONA,3296,
6064,BM0O3T4,"CONA Aqua Night Lamp, Gold Series - 2576",CONA Gold Series Aqua Night Lamp - 2576,CONA,2576,
6065,BM0O2I2,"CONA Big Boss Dimmer 400W, Gold Series - 3076","CONA Gold Series Big Boss Dimmer, Power 400W - 3076",CONA,3076,
6066,BM0O2I3,"CONA Big Boss Dimmer 600W, Gold Series - 3206","CONA Gold Series Big Boss Dimmer, Power 600W - 3206",CONA,3206,
6067,BM0O3L4,"CONA 25A Changeover TP Switch Gear, Gold Series - 3321","CONA Gold Series Changeover TP Switch Gear, Current 25A - 3321",CONA,3321,
6068,BM0O2B8,"CONA Colour 4 X 1, Power Strip 1.5 m, Spike Suppressor, Gold Series - 2636","CONA Gold Series Colour 4 X 1 Power Strip Spike Suppressor, Cable Length 1.5 Mtr - 2636",CONA,2636,
6069,BM0O2C2,"CONA Colour 4 X 1, Power Strip 4 m, Spike Suppressor, Gold Series - 3281","CONA Gold Series Colour 4 X 1 Power Strip Spike Suppressor, Cable Length 4 Mtr - 3281",CONA,3281,
6070,BM0O2B9,"CONA Colour 4 X 4, Power Strip 1.5 m, Spike Suppressor, Gold Series - 2641","CONA Gold Series Colour 4 X 4 Power Strip Spike Suppressor, Cable Length 1.5 Mtr - 2641",CONA,2641,
6071,BM0O2C3,"CONA Colour 4 X 4, Power Strip 4 m, Spike Suppressor, Gold Series - 3286","CONA Gold Series Colour 4 X 4 Power Strip Spike Suppressor, Cable Length 4 Mtr - 3286",CONA,3286,
6072,BM0O2C0,"CONA Colour 6 X 1, Power Strip 1.5 m, Spike Suppressor, Gold Series - 2731","CONA Gold Series Colour 6 X 1 Power Strip Spike Suppressor, Cable Length 1.5 Mtr - 2731",CONA,2731,
6073,BM0O2C4,"CONA Colour 6 X 1, Power Strip 4 m, Spike Suppressor, Gold Series - 3291","CONA Gold Series Colour 6 X 1 Power Strip Spike Suppressor, Cable Length 4 Mtr - 3291",CONA,3291,
6074,BM0O2C1,"CONA Colour 6 X 6, Power Strip 1.5 m, Spike Suppressor, Gold Series - 2646","CONA Gold Series Colour 6 X 6 Power Strip Spike Suppressor, Cable Length 1.5 Mtr - 2646",CONA,2646,
6075,BM0O2C5,"CONA Colour 6 X 6, Power Strip 4 m, Spike Suppressor, Gold Series - 3336","CONA Gold Series Colour 6 X 6 Power Strip Spike Suppressor, Cable Length 4 Mtr - 3336",CONA,3336,
6076,BM0O3T0,"CONA Crystal Light, Gold Series - 4596",CONA Gold Series Crystal Light - 4596,CONA,4596,
6077,BM0O2V0,"CONA 6A Curve Multi Plug, Gold Series - 1946","CONA Gold Series Curve Multi Plug, Current 6A - 1946",CONA,1946,
6078,BM0L2L8,"CONA Deluxe Old 1 Way Switch 16A, Gold Series - 1496","CONA Gold Series Deluxe 1 Way Switch, Current 16A - 1496",CONA,1496,
6079,BM0O2F7,"CONA 32A Double Pole Eco Surface MCB, Gold Series - 2401","CONA Gold Series Double Pole Eco Surface Miniature Circuit Breaker, Current 32A - 2401",CONA,2401,
6080,BM0O1M6,"CONA 10A DP MCB, Gold Series - 9991","CONA Gold Series Double Pole Miniature Circuit Breaker, Current 10A - 9991",CONA,9991,
6081,BM0O1M7,"CONA 16A DP MCB, Gold Series - 9996","CONA Gold Series Double Pole Miniature Circuit Breaker, Current 16A - 9996",CONA,9996,
6082,BM0O1M8,"CONA 20A DP MCB, Gold Series - 10001","CONA Gold Series Double Pole Miniature Circuit Breaker, Current 20A - 10001",CONA,10001,
6083,BM0O1M9,"CONA 25A DP MCB, Gold Series - 10006","CONA Gold Series Double Pole Miniature Circuit Breaker, Current 25A - 10006",CONA,10006,
6084,BM0O1N0,"CONA 32A DP MCB, Gold Series - 10011","CONA Gold Series Double Pole Miniature Circuit Breaker, Current 32A - 10011",CONA,10011,
6085,BM0O1M5,"CONA 6A DP MCB, Gold Series - 9981","CONA Gold Series Double Pole Miniature Circuit Breaker, Current 6A - 9981",CONA,9981,
6086,BM0O3K3,"CONA 16A 240V D.P Switch Gear, Gold Series - 2411","CONA Gold Series DP Switch Gear, Current 16A, Voltage 240V",CONA,2411,
6087,BM0O3K4,"CONA 32A 240V D.P Switch Gear, Gold Series - 2416","CONA Gold Series DP Switch Gear, Current 32A, Voltage 240V",CONA,2416,
6088,BM0O2F8,"CONA 32A Double Pole Gold Flush MCB, Gold Series - 2386","CONA Gold Series Flush Miniature Circuit Breaker, Current 32A - 2386",CONA,2386,
6089,BM0O2V3,"CONA 6A Glossy Multi Plug With Indicator, Gold Series - 2071","CONA Gold Series Glossy Multi Plug With Indicator, Current 6A - 2071",CONA,2071,
6090,BM0L2L0,"CONA Hero 1 Way Switch 6A, Gold Series - 1151","CONA Gold Series Hero 1 Way Switch, Current 6A - 1151",CONA,1151,
6091,BM0L2L1,"CONA Hero 2 Way Switch 6A, Gold Series - 1156","CONA Gold Series Hero 2 Way Switch, Current 6A - 1156",CONA,1156,
6092,BM0L2L2,"CONA Hero Bell Push 6A, Gold Series - 1161","CONA Gold Series Hero Bell Push Switch, Current 6A - 1161",CONA,1161,
6093,BM0O2H7,"CONA Hero Medium Dimmer, Gold Series - 3212",CONA Gold Series Hero Medium Dimmer - 3212,CONA,3212,
6094,BM0O3P3,"CONA Hero Medium Step, Fan Regulator - 3211",CONA Gold Series Hero Medium Step Fan Regulator - 3211,CONA,3211,
6095,BM0O2H6,"CONA Hero Mini Dimmer, Gold Series - 3196",CONA Gold Series Hero Mini Dimmer - 3196,CONA,3196,
6096,BM0O3P2,"CONA Hero Mini Step, Fan Regulator - 3216",CONA Gold Series Hero Mini Step Fan Regulator - 3216,CONA,3216,
6097,BM0O3D5,CONA Super Gold Indicator - 1831,CONA Gold Series Indicator - 1831,CONA,1831,
6098,BM0L2J8,"CONA Jazz 1 Way Switch 6A, Gold Series - 1016","CONA Gold Series Jazz 1 Way Switch, Current 6A - 1016",CONA,1016,
6099,BM0L2J9,"CONA Jazz 2 Way Switch 6A, Gold Series - 1021","CONA Gold Series Jazz 2 Way Switch, Current 6A - 1021",CONA,1021,
6100,BM0L2K0,"CONA Jazz Bell Push 6A, Gold Series - 1026","CONA Gold Series Jazz Bell Push, Current 6A - 1026",CONA,1026,
6101,BM0O2G0,"CONA 10A Old Kit Kat Fuse, Gold Series - 1086","CONA Gold Series Kit Kat Safety Fuse, Current 10A - 1086",CONA,1086,
6102,BM0O2F5,"CONA 10A Kit Kat Safety Fuse, Gold Series - 1861","CONA Gold Series Kit Kat Safety Fuse, Current 10A - 1861",CONA,1861,
6103,BM0O3T3,"CONA Leaf Night Lamp, Gold Series - 2361",CONA Gold Series Leaf Night Lamp - 2361,CONA,2361,
6104,BM0O2C6,"CONA Magna 4 X 1, Power Strip 1.5 m, Spike Suppressor, Gold Series - 4266","CONA Gold Series Magna 4 X 1 Spike Suppressor, Power Strip 1.5 Mtr - 4266",CONA,4266,
6105,BM0O2C7,"CONA Magna 4 X 4, Power Strip 1.5 m, Spike Suppressor, Gold Series - 4271","CONA Gold Series Magna 4 X 4 Spike Suppressor, Power Strip 1.5 Mtr - 4271",CONA,4271,
6106,BM0O3Y4,"CONA Mega Industrial Safety Line Tester, Gold Series - 1896",CONA Gold Series Mega Industrial Line Tester - 1896,CONA,1896,
6107,BM0O2I0,"CONA Metal Plate Flush Dimmer 1000W, Gold Series - 3086","CONA Gold Series Metal Plate Flush Dimmer, Power 1000W - 3086",CONA,3086,
6108,BM0O2I1,"CONA Metal Plate Flush Dimmer 2000W, Gold Series - 3101","CONA Gold Series Metal Plate Flush Dimmer, Power 2000W - 3101",CONA,3101,
6109,BM0O2H8,"CONA Metal Plate Flush Dimmer 400W, Gold Series - 3056","CONA Gold Series Metal Plate Flush Dimmer, Power 400W - 3056",CONA,3056,
6110,BM0O2H9,"CONA Metal Plate Flush Dimmer 600W, Gold Series - 3081","CONA Gold Series Metal Plate Flush Dimmer, Power 600W - 3081",CONA,3081,
6111,BM0O1I6,"CONA Mini Telephone Jack 2 Line, Gold Series - 1796",CONA Gold Series Mini 2 Line Telephone Jack - 1796,CONA,1796,
6112,BM0O3I6,CONA Mini T.V Antenna Socket  - 1721,CONA Gold Series Mini TV Antenna Socket - 1721,CONA,1721,
6113,BM0O1M0,"CONA 10A Single Pole MCB, Gold Series - 4106","CONA Gold Series Miniature Circuit Breaker, Current 10A - 4106",CONA,4106,
6114,BM0O1M1,"CONA 16A Single Pole MCB, Gold Series - 4111","CONA Gold Series Miniature Circuit Breaker, Current 16A - 4111",CONA,4111,
6115,BM0O1M2,"CONA 20A Single Pole MCB, Gold Series - 4116","CONA Gold Series Miniature Circuit Breaker, Current 20A - 4116",CONA,4116,
6116,BM0O1M3,"CONA 25A Single Pole MCB, Gold Series - 4121","CONA Gold Series Miniature Circuit Breaker, Current 25A - 4121",CONA,4121,
6117,BM0O1L9,"CONA 6A Single Pole MCB, Gold Series - 4096","CONA Gold Series Miniature Circuit Breaker, Current 6A - 4096",CONA,4096,
6118,BM0O3P4,"CONA NICE 20/40W Choke Polyester, Gold Series - 4426","CONA Gold Series NICE Choke Polyester, Power 20/40W - 4426",CONA,4426,
6119,BM0O3E4,CONA Super Gold Old Indicator - 1076,CONA Gold Series Old Indicator - 1076,CONA,1076,
6120,BM0L2K7,"CONA Piano 1 Way Switch 6A, Gold Series - 1121","CONA Gold Series Piano 1 Way Switch, Current 6A - 1121",CONA,1121,
6121,BM0L2K8,"CONA Piano 2 Way Switch 6A, Gold Series - 1126","CONA Gold Series Piano 2 Way Switch, Current 6A - 1126",CONA,1126,
6122,BM0L2K9,"CONA Piano Bell Push 6A, Gold Series - 1131","CONA Gold Series Piano Bell Push Switch, Current 6A - 1131",CONA,1131,
6123,BM0L2L5,"CONA Piano Old 1 Way Switch 6A, Gold Series - 1106","CONA Gold Series Piano Old 1 Way Switch, Current 6A - 1106",CONA,1106,
6124,BM0L2L6,"CONA Piano Old 2 Way Switch 6A, Gold Series - 1031","CONA Gold Series Piano Old 2 Way Switch, Current 6A - 1031",CONA,1031,
6125,BM0L2L7,"CONA Piano Old Bell Push 6A, Gold Series - 1036","CONA Gold Series Piano Old Bell Push Switch, Current 6A - 1036",CONA,1036,
6126,BM0O3K9,"CONA 16A Reverse Forward TP Switch Gear, Gold Series - 3341","CONA Gold Series Reverse Forward Three Pole Switch Gear, Current 16A - 3341",CONA,3341,
6127,BM0O3L1,"CONA 32A Reverse Forward TP Switch Gear, Gold Series - 3326","CONA Gold Series Reverse Forward Three Pole Switch Gear, Current 32A - 3326",CONA,3326,
6128,BM0O3L0,"CONA 25A Reverse Forward TP Switch Gear, Gold Series - 3316","CONA Gold Series Reverse Forward TP Switch Gear, Current 25A - 3316",CONA,3316,
6129,BM0O1M4,"CONA 32A Single Pole MCB, Gold Series - 4126","CONA Gold Series Single Pole Miniature Circuit Breaker, Current 32A - 4126",CONA,4126,
6130,BM0O2B7,"CONA Slim 4 X 1, Power Strip 1.5 m, Spike Suppressor, Gold Series - 2591","CONA Gold Series Slim 4 X 1 Power Strip Spike Suppressor, Cable Length 1.5 Mtr - 2591",CONA,2591,
6131,BM0L2K1,"CONA Smart 1 Way Switch 6A, Gold Series - 1466","CONA Gold Series Smart 1 Way Switch, Current 6A - 1466",CONA,1466,
6132,BM0L2K2,"CONA Smart 2 Way Switch 6A, Gold Series - 1471","CONA Gold Series Smart 2 Way Switch, Current 6A - 1471",CONA,1471,
6133,BM0L2K3,"CONA Smart Bell Push 6A, Gold Series - 1476","CONA Gold Series Smart Bell Push Switch, Current 6A - 1476",CONA,1476,
6134,BM0O3E1,"CONA Square 4 In 1 6/13A, With Indicator - 2311","CONA Gold Series Square 4 In 1 With Indicator, Current 6/13A - 2311",CONA,2311,
6135,BM0O2B5,"CONA Style 4 X 1, Power Strip 1.5 m, Spike Suppressor, Gold Series - 3301","CONA Gold Series Style 4 X 1 Power Strip Spike Suppressor, Cable Length 1.5 Mtr - 3301",CONA,3301,
6136,BM0O2V2,"CONA 6A Style Multi Plug, Gold Series - 2231","CONA Gold Series Style Multi Plug, Current 6A - 2231",CONA,2231,
6137,BM0L2J5,"CONA Super 1 Way Switch 6A, Gold Series - 1061","CONA Gold Series Super 1 Way Switch, Current 6A - 1061",CONA,1061,
6138,BM0L2J6,"CONA Super 2 Way Switch 6A, Gold Series - 1066","CONA Gold Series Super 2 Way Switch, Current 6A - 1066",CONA,1066,
6139,BM0L2J7,"CONA Super Bell Push 6A, Gold Series - 1071","CONA Gold Series Super Bell Push Switch, Current 6A - 1071",CONA,1071,
6140,BM0L2L3,"CONA Super 1 Way Switch 16A, Gold Series - 1491","CONA Gold Series Super Gold 1 Way Switch, Current 16A - 1491",CONA,1491,
6141,BM0O2I4,"CONA Surface Dimmer 400W, Gold Series - 3051","CONA Gold Series Surface Dimmer, Power 400W - 3051",CONA,3051,
6142,BM0O2F6,"CONA 32A Double Pole Gold Surface MCB, Gold Series - 2381","CONA Gold Series Surface Miniature Circuit Breaker, Current 32A - 2381",CONA,2381,
6143,BM0O3K5,"CONA 16A 415V T.P.N Switch Gear, Gold Series - 2426","CONA Gold Series T.P.N Switch Gear, Current 16A, Voltage 415V - 2426",CONA,2426,
6144,BM0O3L3,"CONA 16A Changeover TP Switch Gear, Gold Series - 3346","CONA Gold Series Three Pole Changeover Switch Gear, Current 16A - 3346",CONA,3346,
6145,BM0O3L5,"CONA 32A Changeover TP Switch Gear, Gold Series - 3331","CONA Gold Series Three Pole Changeover Switch Gear, Current 32A - 3331",CONA,3331,
6146,BM0O3K7,"CONA 63A 415V T.P.N Switch Gear, Gold Series - 2431","CONA Gold Series Three Pole Neutral Switch Gear, Current 63A, Voltage 415V - 2431",CONA,2431,
6147,BM0L2K4,"CONA Ticino 1 Way Switch 6A, Gold Series - 1091","CONA Gold Series Ticino 1 Way Switch, Current 6A - 1091",CONA,1091,
6148,BM0L2K5,"CONA Ticino 2 Way Switch 6A, Gold Series - 1096","CONA Gold Series Ticino 2 Way Switch, Current 6A - 1096",CONA,1096,
6149,BM0L2K6,"CONA Ticino Bell Push 6A, Gold Series - 1101","CONA Gold Series Ticino Bell Push Switch, Current 6A - 1101",CONA,1101,
6150,BM0O2F9,"CONA 32A Double Pole Tiny Flush MCB, Gold Series - 2376","CONA Gold Series Tiny Flush Miniature Circuit Breaker, Current 32A - 2376",CONA,2376,
6151,BM0O2V8,"CONA Gold Single Adaptor, Gold Series, 240V - 2191","CONA Gold Single Adaptor, Voltage 240V - 2191",CONA,2191,
6152,BM0O3V7,"CONA Grand Stereo, Ding Dong Bells - 3421",CONA Grand Stereo Ding Dong Bell - 3421,CONA,3421,
6153,BM0O3W9,"CONA House Church, Musical Chimes & Buzzers - 2831",CONA House Church Musical Chime & Buzzer - 2831,CONA,2831,
6154,BM0O3L9,"CONA Insulated Copper Conductor, 0.75 mm - 5196 ","CONA Insulated Copper Conductor, Size 0.75 Sq. mm - 5196",CONA,5196,
6155,BM0O3M0,"CONA Insulated Copper Conductor, 1 mm - 5201","CONA Insulated Copper Conductor, Size 1 Sq. mm - 5201",CONA,5201,
6156,BM0O3M1,"CONA Insulated Copper Conductor, 1.5 mm - 5206","CONA Insulated Copper Conductor, Size 1.5 Sq. mm - 5206",CONA,5206,
6157,BM0O3M5,"CONA Insulated Copper Conductor, 10 mm - 5491","CONA Insulated Copper Conductor, Size 10 Sq. mm - 5491",CONA,5491,
6158,BM0O3M6,"CONA Insulated Copper Conductor, 16mm - 5496","CONA Insulated Copper Conductor, Size 16Sq. mm - 5496",CONA,5496,
6159,BM0O3M2,"CONA Insulated Copper Conductor, 2.5 mm - 5211","CONA Insulated Copper Conductor, Size 2.5 Sq. mm - 5211",CONA,5211,
6160,BM0O3M3,"CONA Insulated Copper Conductor, 4 mm - 5216","CONA Insulated Copper Conductor, Size 4 Sq. mm - 5216",CONA,5216,
