Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,AR Invoice No,Invoice Date,Invoice Due Date,Amount To be Receive,Paid Amt
70202180,N,29/09/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180929065GN00023 GRAZIANO TRASMISSIONIINDIA♠,INR,20910058,31/08/18,31/08/18,83780,83780
70202181,N,29/09/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180929066GN00197 GRAZIANO TRASMISSIONIINDIA,INR,20910028,19/07/18,19/07/18,83887.41,0.35
70202181,N,29/09/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180929066GN00197 GRAZIANO TRASMISSIONIINDIA,INR,20910057,30/08/18,30/08/18,41890,41890
70202181,N,29/09/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180929066GN00197 GRAZIANO TRASMISSIONIINDIA,INR,20910078,14/09/18,14/09/18,9046.65,9046.65
70202182,N,12/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180912999GN00001 COVESTRO INDIA PRIVATE,INR,20910040,10/08/18,10/08/18,27376,27376
70202182,N,12/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180912999GN00001 COVESTRO INDIA PRIVATE,INR,20910049,17/08/18,17/08/18,23016,23016
70202183,N,11/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180911AEIGN00001 COVESTRO INDIA PRIVATE,INR,20210754,17/08/18,17/08/18,5698.5,5698.5
70202184,N,11/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180911AEIGN00001 COVESTRO INDIA PRIVATE,INR,20910050,17/08/18,17/08/18,47651.8,47651
70202185,N,12/09/18,580,GE T and D India Ltd.,,NEFT CITIN18915202001 GE T D INDIA LIMITED FSSC,INR,20610304,30/07/18,30/07/18,21989.66,21989.66
70202185,N,12/09/18,580,GE T and D India Ltd.,,NEFT CITIN18915202001 GE T D INDIA LIMITED FSSC,INR,20610329,08/08/18,08/08/18,6076.58,6076.58
70202186,N,07/09/18,580,GE T and D India Ltd.,,NEFT CITIN18915297097 GE T D INDIA LIMITED FSSC,INR,20610199,02/07/18,02/07/18,39648,39648
70202187,N,04/09/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N247180624234090 CUMMINS GENERATOR TECHN IND,INR,20210335,08/06/18,08/06/18,39912.68,39912.68
70202188,N,28/09/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176164 M S CUMMINS TECHNOLO,INR,20210249,22/05/18,22/05/18,3068,3068
70202188,N,28/09/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176164 M S CUMMINS TECHNOLO,INR,20210577,19/07/18,19/07/18,29869.07,29869.07
70202189,N,05/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180905B1JGN00078 HENKEL ADHESIVES TECHNO,INR,20210164,09/05/18,09/05/18,12420.68,12210.16
70202189,N,05/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180905B1JGN00078 HENKEL ADHESIVES TECHNO,INR,20210169,09/05/18,09/05/18,10557.89,10378.94
70202190,N,05/09/18,1708,ZF India Pvt. Ltd.,,NEFT 180905584GN00044 ZF INDIA PVT LTD,INR,20210569,18/07/18,18/07/18,14191.86,14191.86
70202191,N,01/09/18,SC-8997,Biofics Pvt. Ltd.,,double entry,INR,,,,0,118110
70202193,N,11/07/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-UTIBH18192615104,INR,20610088,31/05/18,31/05/18,86263.9,84801
70202193,N,11/07/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-UTIBH18192615104,INR,20710051,18/04/18,18/04/18,2525.2,2525
70202203,N,25/10/18,773,Piramal Enterprises Ltd.,,NEFT N298180663251851 PIRAMAL ENTERPRISES LIMITED,INR,20210724,13/08/18,13/08/18,1276052,1276052
70202223,N,10/10/18,966,Beckman Coulter India Pvt. Ltd.,,,INR,20210752,16/08/18,16/08/18,33547.2,33547.2
70202229,N,29/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18938200983 INGERSOLL RAND INDIA LIMITE,INR,20610326,06/08/18,06/08/18,12862,12862
70202229,N,29/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18938200983 INGERSOLL RAND INDIA LIMITE,INR,20610331,08/08/18,08/08/18,65914.8,65914.8
70202229,N,29/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18938200983 INGERSOLL RAND INDIA LIMITE,INR,20610332,08/08/18,08/08/18,4720,4720
70202229,N,29/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18938200983 INGERSOLL RAND INDIA LIMITE,INR,20610339,11/08/18,11/08/18,20680.68,20680.68
70202230,N,06/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000052346024 MSWIPETECHNOLOGIES,INR,20610446,12/09/18,12/09/18,5259.44,5259.44
70202230,N,06/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000052346024 MSWIPETECHNOLOGIES,INR,20610510,04/10/18,04/10/18,2104.78,2104.78
70202237,N,07/04/18,2,Ingersoll Rand Technologies and Services Pvt. Ltd.,,Being amount received from IR NEFT CITIN18844639553,INR,9990139,09/01/17,08/02/17,4402.77,0.07
70202237,N,07/04/18,2,Ingersoll Rand Technologies and Services Pvt. Ltd.,,Being amount received from IR NEFT CITIN18844639553,INR,9991043,29/06/17,29/07/17,7556.97,7556.97
70202292,N,08/10/18,1512,Covestro India Pvt. Ltd.,,NEFT 181008196GN00001 COVESTRO INDIA PRIVATELIM,INR,20210660,02/08/18,02/08/18,242886,242836
70202325,N,26/04/18,SC-02269,Cameron Flow,,Being Amount  return back usd 105.00 correspondance bank charges deducted from our account,USD,,,,0,4510685.76
70202327,N,03/01/19,773,Piramal Enterprises Ltd.,,NEFT N003190717963658 PIRAMAL ENTERPRISES LIMITED,INR,20211289,31/10/18,31/10/18,5544,5544
70202328,N,03/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190102MBAGN00010 CARGILL INDIA PRIVATELIMITE,INR,20211384,17/11/18,17/12/18,19470,19470
70202329,N,03/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190103ISLGN00071 CARGILL INDIA PRIVATELIMITE,INR,20211100,04/10/18,03/11/18,59472,59472
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211029,27/09/18,27/09/18,2360,2360
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211050,29/09/18,29/09/18,4720,4720
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211059,29/09/18,29/09/18,55663.07,55663.07
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211102,04/10/18,04/10/18,197034.98,197034.98
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211172,13/10/18,13/10/18,37722.24,37722.24
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211180,15/10/18,15/10/18,90068,90068
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211183,15/10/18,15/10/18,29018,29018
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211189,16/10/18,16/10/18,6372,6372
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211263,29/10/18,29/10/18,17841.6,17841.6
70202330,N,03/01/19,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN19902258545 BECKMAN COULTER INDIA PVT L,INR,20211286,31/10/18,31/10/18,50833.53,50832.6
70202332,N,03/01/19,635,Raymond Apparel Ltd.,,NEFT N003190718078888 RAYMOND APPAREL LIMITED,INR,20211292,01/11/18,01/12/18,678500,678500
70202335,N,04/01/19,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN19902256790 G B M C L PAYMENT TO SUPPLI,INR,20211400,20/11/18,20/12/18,30680,30680
70202337,N,30/11/18,SC-01822,Sawalka Kel Pvt. Ltd.,,RTGS Material ready towards Po No 40211306 inq no 27580 this is for GE DIESEL S.P.RS.145136/- B.P.RS.123416/- MARGIN RS.21720/- (14.96%)-NEFT RTN KKBK183331740340 ACCOUNT DOES NOT EXIST,INR,,,,0,161589
70202338,N,04/01/19,580,GE T and D India Ltd.,,NEFT CITIN19902287925 GE T D INDIA LIMITED FSSC,INR,20610705,23/11/18,23/12/18,6780.28,6780.28
70202338,N,04/01/19,580,GE T and D India Ltd.,,NEFT CITIN19902287925 GE T D INDIA LIMITED FSSC,INR,20610714,26/11/18,26/12/18,34703.8,34703.8
70202340,N,04/01/19,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 190104955GN00201 GRAZIANO TRASMISSIONIINDIA,INR,20910142,22/11/18,22/11/18,35647.8,35647.43
70202340,N,04/01/19,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 190104955GN00201 GRAZIANO TRASMISSIONIINDIA,INR,20910131,16/11/18,16/12/18,204433.57,204433.57
70202341,N,04/01/19,1,GE India Industrial Pvt. Ltd.,,RTGS HSBCR22019010406208741 GE INDIA INDUSTRIAL,INR,9990148,19/01/17,19/01/17,352265.7,352265.69
70202345,N,04/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190104328GN00108 CARGILL INDIA PRIVATELIMITE,INR,20211283,31/10/18,30/11/18,29500,29500
70202345,N,04/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190104328GN00108 CARGILL INDIA PRIVATELIMITE,INR,20211415,22/11/18,22/12/18,451987.2,451987.2
70202345,N,04/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190104328GN00108 CARGILL INDIA PRIVATELIMITE,INR,20211498,30/11/18,30/12/18,44594.09,44594.09
70202345,N,04/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190104328GN00108 CARGILL INDIA PRIVATELIMITE,INR,20211539,05/12/18,04/01/19,31360,31360
70202347,N,05/01/19,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT AXIR190052250310 META STAR,INR,20211221,23/10/18,23/10/18,327255.72,327255.72
70202349,N,07/01/19,1586,Troikaa Pharmaceuticals Ltd.,,ch no 733680 being amount received from TROIKAA PHARMA,INR,20610570,17/10/18,16/11/18,4484,4484
70202350,N,07/01/19,1678,IndiaFIRST Robotics,,NEFT N007190721081969 INDIAFIRST ROBOTICS,INR,20210737,14/08/18,14/08/18,10864.5,10864.08
70202350,N,07/01/19,1678,IndiaFIRST Robotics,,NEFT N007190721081969 INDIAFIRST ROBOTICS,INR,20210761,17/08/18,17/08/18,35838.92,35838.92
70202350,N,07/01/19,1678,IndiaFIRST Robotics,,NEFT N007190721081969 INDIAFIRST ROBOTICS,INR,20210767,20/08/18,20/08/18,6330.23,6330
70202350,N,07/01/19,1678,IndiaFIRST Robotics,,NEFT N007190721081969 INDIAFIRST ROBOTICS,INR,20210778,20/08/18,20/08/18,2104.18,2104
70202350,N,07/01/19,1678,IndiaFIRST Robotics,,NEFT N007190721081969 INDIAFIRST ROBOTICS,INR,20210824,29/08/18,29/08/18,354,354
70202351,N,07/01/19,1485,GHCL Ltd.,,NEFT SBIN919007473899 GHCL LTD,INR,20610751,05/12/18,04/01/19,79768,79768
70202352,N,07/01/19,568,Huntsman International India Pvt Ltd,,NEFT CITIN19903791179 HUNTSMAN INTNL IPL TE DIV,INR,20211470,27/11/18,27/12/18,36320.4,36320
70202352,N,07/01/19,568,Huntsman International India Pvt Ltd,,NEFT CITIN19903791179 HUNTSMAN INTNL IPL TE DIV,INR,20211489,29/11/18,29/12/18,52306.46,52306
70202355,N,07/01/19,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 190107413GN00036 HENKEL ADHESIVES TECHNO LOG,INR,20210443,26/06/18,26/06/18,4347.12,4273.44
70202355,N,07/01/19,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 190107413GN00036 HENKEL ADHESIVES TECHNO LOG,INR,20210681,06/08/18,06/08/18,435524.92,435524.92
70202364,N,08/01/19,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20190108856817 HYOSUNG T AND D INDIA PVT LTD☺,INR,20210918,11/09/18,11/09/18,1050,1050
70202365,N,08/01/19,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT 20190108856817 HYOSUNG T AND D INDIA PVT LTD☺,INR,20211223,23/10/18,23/10/18,4156.85,4156.85
70202366,N,08/01/19,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20190108856816 HYOSUNG T AND D INDIA PVT LTD,INR,20210945,14/09/18,14/09/18,5451.6,5451.6
70202367,N,08/01/19,20,Kirloskar Corrocoat Pvt. Ltd.,,NEFT CMS1003562457 KIRLOSKAR CORROCOAT PVT LTD,INR,20211374,16/11/18,16/12/18,10263.02,10263.02
70202368,N,08/01/19,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20190108856815 HYOSUNG T AND D INDIA PVT LTD,INR,20211071,03/10/18,03/10/18,12980,12980
70202370,N,08/01/19,3,Cummins India Ltd.,,NEFT N008190722127308 CUMMINS INDIA LTD,INR,20211257,26/10/18,26/10/18,53805.33,53805.33
70202371,N,08/01/19,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN19904398063 INGERSOLL RAND INDIA LIMITE,INR,20610575,20/10/18,20/10/18,24313.88,24313.88
70202371,N,08/01/19,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN19904398063 INGERSOLL RAND INDIA LIMITE,INR,20610578,20/10/18,20/10/18,91119.6,91119.6
70202371,N,08/01/19,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN19904398063 INGERSOLL RAND INDIA LIMITE,INR,20610586,22/10/18,22/10/18,11699.1,11699.1
70202371,N,08/01/19,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN19904398063 INGERSOLL RAND INDIA LIMITE,INR,20610603,25/10/18,25/10/18,5144.8,5144.8
70202371,N,08/01/19,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN19904398063 INGERSOLL RAND INDIA LIMITE,INR,20610608,26/10/18,26/10/18,7807.08,7807.08
70202372,N,09/01/19,1512,Covestro India Pvt. Ltd.,,NEFT 190109338GN00001 COVESTRO INDIA PRIVATELIM,INR,20211596,12/12/18,11/01/19,18915.4,18915.4
70202373,N,09/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190109AJ3GN00031 CARGILL INDIA PRIVATELIMITE,INR,20211572,10/12/18,09/01/19,30090,30090
70202374,N,09/01/19,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN19009174634 GE DIESEL LOCOMOTIVE PRIVAT,INR,20210799,24/08/18,24/08/18,42480,42480
70202375,N,09/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0186596 M S CUMMINS TECHNOLO,INR,20211104,05/10/18,05/10/18,38991.3,38991.3
70202375,N,09/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0186596 M S CUMMINS TECHNOLO,INR,20211124,08/10/18,08/10/18,23868.78,23868.78
70202375,N,09/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0186596 M S CUMMINS TECHNOLO,INR,20211215,22/10/18,22/10/18,4720,4720
70202376,N,10/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190110194GN00064 CARGILL INDIA PRIVATELIMITE◘,INR,20610775,11/12/18,10/01/19,35532,35532
70202376,N,10/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190110194GN00064 CARGILL INDIA PRIVATELIMITE◘,INR,20610780,11/12/18,10/01/19,4366,4366
70202380,N,11/01/19,1742,Cummins Technologies India Pvt. Ltd. - Recon India,,NEFT SIN05451Q0186938 M S CUMMINS TECHNOLO,INR,20211246,26/10/18,26/10/18,10500,10500
70202381,N,11/01/19,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN19905766369 APPLIED MATERIALS INDIA PVT,INR,20211344,14/11/18,14/11/18,429621.5,429621.5
70202381,N,11/01/19,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN19905766369 APPLIED MATERIALS INDIA PVT,INR,20211345,14/11/18,14/11/18,130532.73,130532.73
70202383,N,08/01/19,273,PNP Maritime Services Pvt. Ltd.,,,INR,20210851,31/08/18,31/08/18,5015,5015
70202384,N,10/01/19,207708,Central Garden Complex Condominium,,2612,INR,20211396,19/11/18,19/12/18,13493.65,13493.65
70202389,N,07/01/19,1687,Henkel Polybit Industries Ltd.,,BEING AMT RECEIVED TOWARDS INV NO 20211058 USD 12384.92@69.722,USD,20211058,29/09/18,29/09/18,899967.4,898154.4
70202390,N,29/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1821383,INR,20210703,09/08/18,09/08/18,5854.24,5854.24
70202391,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823732,INR,20210685,07/08/18,07/08/18,7400.96,7400.96
70202392,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1825711,INR,20210894,06/09/18,06/09/18,23771.73,23771.73
70202393,N,19/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1825711,INR,20211009,25/09/18,25/09/18,111439.2,111439.2
70202394,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1827164☻,INR,20211119,08/10/18,08/10/18,8634.11,8634.11
70202395,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827041☻ 20210889,INR,20210889,06/09/18,06/09/18,2224298.55,2224298
70202413,N,09/11/18,163,Hindustan Unilever Ltd.,,being amount reced from hindustan,INR,20210951,18/09/18,18/09/18,386804,386804
70202418,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831301,INR,20211506,30/11/18,30/11/18,21000,21000
70202419,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831298,INR,20211493,30/11/18,30/11/18,12036,12036
70202420,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO  796GFC1831307,INR,20211471,27/11/18,27/11/18,121451.5,121451.5
70202421,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO  796GFC1831305,INR,20211494,30/11/18,30/11/18,6018,6018
70202422,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831316,INR,20211480,28/11/18,28/11/18,36890.46,36890.46
70202423,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831313,INR,20211479,28/11/18,28/11/18,10042.55,10042.55
70202424,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831297,INR,20211194,17/10/18,17/10/18,63000,63000
70202425,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831311,INR,20211390,19/11/18,19/11/18,79494.24,79494.24
70202426,N,19/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1831310,INR,20211505,30/11/18,30/11/18,15960,15960
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210035,10/04/18,10/04/18,42223.19,42223.19
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210210,18/05/18,18/05/18,34539.22,34539.22
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210276,29/05/18,29/05/18,62100.01,62100.01
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210280,30/05/18,30/05/18,32046.31,32046.31
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210305,05/06/18,05/06/18,425647.84,425647.84
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210357,13/06/18,13/06/18,252000,252000
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210358,13/06/18,13/06/18,88973,88973
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210432,26/06/18,26/06/18,4237.03,4237.03
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210470,30/06/18,30/06/18,26172.16,26172.16
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210492,05/07/18,05/07/18,22059.1,22059.1
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210488,05/07/18,05/07/18,21221.05,21221.05
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210566,17/07/18,17/07/18,1691.04,1691.04
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210573,19/07/18,19/07/18,14147.28,14147.28
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20210700,08/08/18,08/08/18,204473.68,204473.68
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20211060,01/10/18,01/10/18,142375.91,142375.91
70202452,N,04/12/18,14,Survival Systems India,,CH NO 642229,INR,20211386,19/11/18,19/11/18,20649.95,20649.95
70202456,N,03/01/19,136,GE Power India Ltd.,,RTGS HSBCR22019010306201700 GE POWER INDIA LIMI◘,INR,20211111,05/10/18,05/10/18,1735325.56,1735325.56
70202460,N,07/01/19,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 190107402GN00043 HENKEL ADHESIVES TECHNO LOG,INR,20211140,10/10/18,10/10/18,174627.63,174627.63
70202463,N,09/01/19,SC-9131,Master Pharma Machinery,,NEFT RTN KKBK190098239485 ACCOUNT DOES NOT EXIST,INR,,,,0,56070
70202469,N,11/01/19,463,Cargill India Pvt. Ltd.,,inv no 20211788 NEFT 190111409GN00059 CARGILL INDIA PRIVATELIMITE,INR,20211788,04/01/19,03/02/19,242733.08,242733.08
70202470,N,11/01/19,1512,Covestro India Pvt. Ltd.,,NEFT 190111485GN00001 COVESTRO INDIA PRIVATELIM,INR,20211638,17/12/18,16/01/19,1003,1003
70202474,N,29/05/18,520,THDC India Ltd.,,99985,INR,,,,0,4900
70202475,N,03/12/18,38,"Applied Analytics, Inc. (UK)",,,INR,,,,0,1200000
70202476,N,03/01/19,773,Piramal Enterprises Ltd.,,NEFT N003190717963990 PIRAMAL ENTERPRISES LIMITED,INR,21910029,10/10/18,10/10/18,25707.36,25707.36
70202476,N,03/01/19,773,Piramal Enterprises Ltd.,,NEFT N003190717963990 PIRAMAL ENTERPRISES LIMITED,INR,21910040,15/11/18,15/11/18,11995.64,11995.64
70202477,N,03/01/19,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN19003642117 GE INDIA INDUSTRIAL PRIVATE,INR,20211248,26/10/18,26/10/18,3671.82,3671.82
70202477,N,03/01/19,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN19003642117 GE INDIA INDUSTRIAL PRIVATE,INR,20211532,04/12/18,03/01/19,81561.6,81560.62
70202478,N,11/01/19,E-900101,TusharAnkush Ramade,,NEFT 1618371702 TUSHAR R PANCHAL,INR,,,,0,5000
70202482,N,14/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190114402GN00118 CARGILL INDIA PRIVATELIMITE,INR,20211608,13/12/18,12/01/19,1180,1180
70202482,N,14/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190114402GN00118 CARGILL INDIA PRIVATELIMITE,INR,20211615,14/12/18,13/01/19,5411.48,5411.48
70202482,N,14/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190114402GN00118 CARGILL INDIA PRIVATELIMITE,INR,20211620,15/12/18,14/01/19,4200,4200
70202483,N,14/01/19,463,Cargill India Pvt. Ltd.,,NEFT 190114402GN00118 CARGILL INDIA PRIVATELIMITE,INR,20211603,13/12/18,12/01/19,10930.53,10930.53
70202486,N,14/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0187043 M S CUMMINS TECHNOLO,INR,20211288,31/10/18,31/10/18,31234.6,31234.6
70202488,N,14/01/19,568,Huntsman International India Pvt Ltd,,NEFT CITIN19906951643 HUNTSMAN INTNL IPL TE DIV,INR,20211456,26/11/18,26/12/18,46020,46020
70202490,N,15/01/19,1512,Covestro India Pvt. Ltd.,,NEFT 190115872GN00001 COVESTRO INDIA PRIVATELIM,INR,20211637,17/12/18,16/01/19,10080,10080
70202491,N,15/01/19,1485,GHCL Ltd.,,NEFT SBIN519015635752 GHCL LTD,INR,20610799,14/12/18,13/01/19,53376.12,53376.12
70202491,N,15/01/19,1485,GHCL Ltd.,,NEFT SBIN519015635752 GHCL LTD,INR,20610803,14/12/18,13/01/19,7455.24,7455.24
70202491,N,15/01/19,1485,GHCL Ltd.,,NEFT SBIN519015635752 GHCL LTD,INR,20610811,15/12/18,14/01/19,33630,33630
