ItemNo,ItemDescription,Service_or_Material,TCS
BM9S5T5,Installation for Switches,Service,No
BM9L3G0O,Installation Manual Abort Stations,Service,No
BM9L7G3,Installation Manual Release Stations,Service,No
BM9X5W7,Installation of 1.5 mm� Armoured Cable FRLS,Service,No
BM9X6W2,Installation of Cameras along with Supply and laying of CCTV wire (520 mtr),Service,No
BM9J2C9,Installation of Control Module,Service,No
BM9U2P3,Installation Of Est 3 Panel Display,Service,No
BM9U8B4,Installation of Heat Detector EST With Standard Base,Service,No
BM9E5L6F,"Installation of Laying of 2 Core FRL, Size 1.5 Sq. mm",Service,No
BM9J9J0,Installation Of Manual Call Point,Service,No
BM9V7A8,Installation Of Multi Detector EST With Standard Base,Service,No
BM9J0D3W,Installation of Pin Insulator,Service,No
BM9D0V8,Installation of RH control & ventilation System,Service,No
BM9I8Z2,Installation of Smoke Detaector,Service,No
BM9T5A6,Installation Of Sounder,Service,No
BM9X8C9,Installation Of Sounder Module,Service,No
BM9U3Q9,Installation Of Strobe,Service,No
BM9N3I7,Installation Optical Smoke Detectors,Service,No
BM9Q5S8,"Installation Services of Electrical Machinery & Apparatus CG Make 3 Phase Motor, Power 3 Hp, Speed 1",Service,No
BM9V2I9,Installation Services Of Electrical Machinery & Apparatus Vibro Make 3 Phase Motor,Service,No
BM9V5J6V,"Installation Services of Electrical Machinery & Apparatus, CG Make, 3 Phase Motor",Service,No
BM9Q9E0J,Installation Services Of Electrical Machinery & Apparatus-Hoist Coil,Service,No
BM9V0O4,Installation Services of Electrical Machinery & ApparatusRewinding & Repairing of Electrical lnducti,Service,No
BM9Y5J2,Installation Services of Electrical Machinery & Apparatus-Single Phase Vaccum Pump Motor,Service,No
BM9H9P3,"Installation Services Of Electrical Machinery & Apparatus-Vaccume Pump Motor, Rewinding and New fixi",Service,No
BM9I1K7,Installation Services Of Electrical Machinery &Apparatus Hindustan Make 3 Phase Motor,Service,No
BM9T7U5,"Installation Services Of Electrical Machinery& Apparatus CG Make 3 Phase Motor, Power 75 Hp, Speed 1",Service,No
BM9P7R3C,"Installation SMF Batteries, Voltage 12V DC, Capacity 7Ah",Service,No
BM9F7R5,Installation Two Zone Gas Release Panel,Service,No
BM9W7R8,"Installation, Commissioning & Piping work of Compressor at Udaipur Site",Service,No
BM9X9E9,"Installation, Testing and Commising of Additional Copper piping, Cabling,Thermal Insulation and Dra",Service,No
BM9S7U8,Instrument Calibration Charges,Service,No
BM9S5Q5,Instrument Calibration Service,Service,No
BM9G0P3,Instrument Charges For Recording 09 Samples,Service,No
BM9P9V7,Insttalation of HDPE & PPRC Pipe Work,Service,No
BM9Y3O1,Insulation Resistance Test,Service,No
BM9R9D1,Insulation Resistance Test on 5 Specimens,Service,No
BM9Z1F8,Insulation Tester Calibration charges,Service,No
BM9W2Z6,Interior Painting of Main Building with Emulsion Paint,Service,No
BM9Y1W4,Interior Painting of Main Building with Enamel Paint,Service,No
BM9S4V2,Interlock & Integration of Siemens and Delta Panel,Service,No
BM9D4I2,Internal Assessment of Electrical Documents,Service,No
BM9L0A6,Internal Auditor Training Program on ISO 17025:2017 for 3 Days,Service,No
BM9R6Z9,International Transaction Fee,Service,No
BM9Q1G4,IQOR SERVICE CHARGES,Service,No
BM9P4C1,IQOR SERVICECHARGES-BM9P4C1,Service,No
BM9X7B1,ISO 11357-1 (PDF) : 2016,Service,No
BM9U8Z4,ISO 11357-2 (PDF) : 2013,Service,No
BM9V6A9,ISO 11357-6 (PDF) : 2018,Service,No
BM9K4N0,ISO 12977:1999 Carbonaceous Materials For Use in the Production of Aluminium,Service,No
BM9Z9W8,ISO 306 (PDF) : 2013,Service,No
BM9Z6V7,ISO 4287 (PDF) : 1997,Service,No
BM9W6L5,ISO 4287 (PDF) Amd. 1 : 2009,Service,No
BM9W1J3,ISO 527-1 (PDF) : 2012,Service,No
BM9Q8P5,ISO 527-2 (PDF) : 2012,Service,No
BM9Z8K5,ISO 527-3 (PDF) : 1995,Service,No
BM9Y2Q4,ISO 8130-1 (PDF) : 1992,Service,No
BM9U5Y3,ISO 8130-2 (PDF) : 1992,Service,No
BM9Q5V8,ISO 8130-3 (PDF) : 1992,Service,No
BM9U5M2,ISO 8130-6 (PDF) : 1992,Service,No
BM9U4H6,ISO 8130-6 (PDF) Amd. 1 : 1998,Service,No
BM9X7C1,ISO 868 (PDF) : 2003,Service,No
BM9X4L8,ISPS CHARGES,Service,No
BM9U9F0,ITC Level 1 Thermography Course,Service,No
BM9X2J3,JCB SERVICE,Service,No
BM9I0Y7,Job Safety Analysis,Service,No
BM9T8B0,July Creatives,Service,No
BM9T4X8,Jump Installation,Service,No
BM9Y5H7,June Creatives,Service,No
BM9L2O6,Kemixal Calibration Standard for Ammonia Analyzer in Liquid form,Service,No
BM9V8V9,Kemixal Calibration Standard for Ethilene Glycol Analyzer in Liquid form,Service,No
BM9I8Q1,Kemixal Reagent R1 for Ammonia Analyzer - Buffer Solution in Dry form,Service,No
BM9H3U0,Kemixal Reagent R1 for Ethylene Glycol Analyzer - Periodic Acid in Dry form,Service,No
BM9C2Q6,Kemixal Reagent R2 for Ammonia Analyzer - Salicylate Solution in Dry form,Service,No
BM9E5Q0,Kemixal Reagent R2 for Ethylene Glycol Analyzer - Potassium Hydroxide in Dry form,Service,No
BM9O3S9,Kemixal Reagent R3 for Ammonia Analyzer - D.I.C. Solution in Dry form,Service,No
BM9S0P8,Kemixal Reagent R3 for Ethylene Glycol Analyzer - Potassium Persulfate in Dry form,Service,No
BM9X6Q0,Kemixal Reagent R4 for Ammonia Analyzer - Cleaning Solution in Liquid form,Service,No
BM9Y0B5,Kemixal Reagent R4/1 for Ethylene Glycol Analyzer - Purpald in Dry form,Service,No
BM9S6V7,Kemixal Reagent R4/2 for Ethylene Glycol Analyzer - Koh + Purpald In Dry form,Service,No
BM9Q3G2,Kepware Integration,Service,No
BM9S8M0,Kinjal Doshi Webinar Invite,Service,No
BM9Y4V4,"Kneader, Sigma and Planetary Mixers Maintenance",Service,No
BM9E7E8,"KUSAM MECO Insulation Resistance Tester, 100 X 150 X 45 mm - KM41 - BM9E7E8",Service,No
BM9G1C3,KUSAM MECO Phase Sequence Indicators - 855PR,Service,No
BM9S9Q9,L & T Switchgear MNX Spare Contact Kit Suitable for MNX110 Contractor - CS94154OOOO,Service,No
BM9P4E1,"Lab equipment Shifted in IIT pawai-Labour Charges, Equipment charges Dt. 17-05-2018 (Working date)",Service,No
BM9P3G4,"Lab equipment Shifted in IIT pawai-Labour Charges, Equipment charges Dt. 12-04-2018 (Working date)",Service,No
BM9P4B2,Lab Fabrication Work with material Panel work-BM9P4B2,Service,No
BM9H4N8,"Lab Renovation, Glasswork and Fabrication",Service,No
BM9I0N8,Lab Tests for Validation of Field Conditions,Service,No
BM9U5Q3,Lab tests for validation of field conditions -1,Service,No
BM9K6L0,Lab tests for validation of field conditions -2,Service,No
BM9T2H4,Lable Of Material,Service,No
BM9H0W8,Labour And Equipment Charges,Service,No
BM9O2W5,Labour Chargers - Service,Service,No
BM9P8C8,Labour Charges,Service,No
BM9Y5X2,Labour Charges for Dismainatling of Old Hoist & Installation of the new along with all above accesso,Service,No
BM9E0K6,"Labour Charges for Micronisation, Advance Pharma Intermediate",Service,No
BM9F9P0,"Labour Charges for Micronisation, Particle Sizing",Service,No
BM9C6O0,Labour Charges For Pathway Painting Services,Service,No
BM9X1U7X,Labour Charges for Removing of Old Panels and Installing of New Panels including Consumables,Service,No
BM9Q9B9,Labour Charges for Repair & Maintenance i.e. Oil Leakage Arresting of VOLTAMP Transformer (mentioned,Service,No
BM9Z4B8,labours charges 13-8-2018,Service,No
BM9R3B6,labours charges 24-8-2018,Service,No
BM9Y1H1,labours charges 28-8-2018,Service,No
BM9Q9G1,Landscaping with Irrigation Work,Service,No
BM9D1B1,"Lapping Charges for Mechanical Seal Rotary seat, Carbon",Service,No
BM9H7X7,"Lapping Charges for Mechanical Seal Stationery Seat, Silicon",Service,No
BM9T9A8L,"Lapping,Repairing and Recondtioing of Single Dry Mechanical Seal for Side Entry RCVD, Shaft Size 32",Service,No
BM9F5V3,"Latex Digital Print on 3 mm Sunboard with Matt or Gloss Lamination, Width 182"", Height 115""",Service,No
BM9V3A1O,"Latex Digital Print on 3 mm Sunboard with Matt or Gloss Lamination, Width 32"", Height 115""",Service,No
BM9Y5T2,"Latex Digital Print on 3 mm Sunboard with Matt or Gloss Lamination, Width 78"", Height 119""",Service,No
BM9Z3R9,"Latex Digital Print On one Way Vision, Width 120"" Height 108""",Service,No
BM9B5Y2,"Latex Digital Print On One Way Vision, Width 156"" Height 108""",Service,No
BM9T5N2,"Latex Digital Print with Matt Lamination on 3 mm Sunboard, Width 103"" Height 110""",Service,No
BM9R6J8,"Latex Digital Print with Matt Lamination on 3 mm Sunboard, Width 182"" Height 115""",Service,No
BM9W3H2,"Latex Digital Print with Matt Lamination on 3 mm Sunboard, Width 32"" Height 115""",Service,No
BM9S0J4,"Latex Digital Print with Matt Lamination on 3 mm Sunboard, Width 78"" Height 119""",Service,No
BM9M1C4,"Latex Digital Print with Matt Lamination on 3 mm Sunboard, Width 84"" Height 96""",Service,No
BM9R3Y0,"Latex Digital Print with Matt Lamination, Width 144"" Height 102""",Service,No
BM9R0T9,"Latex Digital Print with Matt Lamination, Width 36"" Height 75""",Service,No
BM9R2X8,"Latex Digital Print with Matt Lamination, Width 60"" Height 102""",Service,No
BM9V7C9,Laying 3.5C X 35 Sq. mm Cable and Installation for End Termination Work,Service,No
BM9T1G0,"Laying Charges of 3.5C XLPE Al Ar Cable, Size 120 Sq. mm",Service,No
BM9Q7Y0,Laying Hume Pipe (4004),Service,No
BM9X2B6N,Laying Of 2.5 Sq. mm 4C Armoured Copper Cable,Service,No
BM9T6Q3,Laying of 50 mm Galvanized Iron Cable Tray for Light fittings and JB,Service,No
BM9T1I2,Leakage Current Test on 5 Specimens,Service,No
BM9H5R7,Leakage Detect Repair Pressure Testing & Problem Short Out,Service,No
BM9T2C5,Leakage Rectification of High Voltage Transformer Rectifier Set and Associated Job Including the Cos,Service,No
BM9B3C6,Leakage Testing,Service,No
BM9L2F2,Leakage Testing and Gas Charging,Service,No
BM9S6B4,Letter Painting Work on Earth Pit & Panel,Service,No
BM9P6G0,Letter Paiting Work on Earth Pit,Service,No
BM9Q1R2,Level Transmitter,Service,No
BM9V7U2,Level Transmitter-BM9V7U2,Service,No
BM9Q8I6,LG - TV Repair & Maintenance,Service,No
BM9Q6D6,"License Liaison Charges for obtaining the license form Ministry of Communication, New Delhi.",Service,No
BM9O4I1,"Lifetime Warranty Reactivation SDT200, Article Code AC2.R200",Service,No
BM9U1O3,Light Meter - Lux Meter (As Per E 1444 ),Service,No
BM9Z3G1R,Light Meter - UV Intensity meter (As Per E 1444 ),Service,No
BM9P6G6,Lightning Impulse at 250 kVp,Service,No
BM9T4S9,LINE DO,Service,No
BM9C6I0,Liquor License for 26-Apr-19 At Peninsula Grand,Service,No
BM9W7V6,Local Conveyance at Delhi,Service,No
BM9L3S3,Locking Wall Repairing,Service,No
BM9N2T5,Lodging Charges,Service,No
BM9J5A2M,"Logistics Inside Room Wall Painting Scrubing, Primer and 2 coat Colour",Service,No
BM9P7F6,Lunch Buffet,Service,No
BM9U7M1,Lux Meter Calibration charges,Service,No
BM9Z0Q0,Luxury Rooms,Service,No
BM9M8D9J,M S Structure Fabrication & Errection,Service,No
BM9M4L0,"Machines, Equipment & Transportation Rental",Service,No
BM9S2G0,Machining Charge for Ultrasonic Testing Block,Service,No
BM9X3H9,Machining charges of Rotax-28-steel-98 Sh-A- 32x38h7 per coupling,Service,No
BM9W9N3,Machining charges of Rotax-38-1a/1a-GG25-98 Sh-A - 40x42h7 per coupling,Service,No
BM9Z2X7X,Magnetic Particle Testing Block Type Weight Lifting Kit (As Per ISO 9934-3),Service,No
BM9I7G7,Magnetic Particle Testing Yoke(Y- 7) Type Equipment. (As Per ISO 9934-3),Service,No
BM9I7Z3,Maharashtra Fire Services Fees (Legal Fees),Service,No
BM9B9C8F,Main Gate & Chambers Covers Painting-One Coat of Primer & One Yellow Coat of Colour,Service,No
BM9F0S5,Maintenance & Repair Services for Commercial and Industrial Machinery,Service,No
BM9T3S6,Maintenance and Servicing of 06 in no.Air conditioner-BM9T3S6,Service,No
BM9Z1K3,Maintenance and Servicing of mobile vaccum cleaner-BM9Z1K3,Service,No
BM9L9I3,Maintenance services in connection with oil Filtration of High Voltage Transformer Rectifier Sets of,Service,No
BM9J9K6,Make Up Artist for Bloss Blond,Service,No
BM9O5S6,MakeMyTrip Gift Card- Holiday Voucher,Service,No
BM9P3K0,Makeup for Flawless with Florian,Service,No
BM9N0K7,Making Charges Of Control Panel,Service,No
BM9F3W3,"Making Drilled Holes in 3"" NB TT Pipe",Service,No
BM9L2E2,"Making Drilled Holes in 4"" NB Diffuser",Service,No
BM9R5P8Y,"Making Drilled Holes in 6"" NB Dip Pipe",Service,No
BM9Q0K4,"Making Drilled Holes in 8"" NB Radar Pipe",Service,No
BM9R7L4,Making of Stainless Steel Mesh,Service,No
BM9I4K4,"Making Slotted Holes in 8"" NB Diffuser",Service,No
BM9S5N8,"Malhar Seat Out MS Structure Painting- 2 Coat of Colour, Colour Code Grey Metallic",Service,No
BM9Z7T1,Man Power SERVICE,Service,No
BM9G1P0,Man Power Supply For Screw Conveyor Maintenance Work,Service,No
BM9P3Y4,Man/day of technical service at atyrau refinery activities include: Supervision of ereection and Ins,Service,No
BM9K7B6,Management Fee (12%),Service,No
BM9V5J9,Management Fees SERVICE,Service,No
BM9T2G6,MANIFESTATION CHARGES,Service,No
BM9A0B5,Manpower Charges for Addition of Chemicals,Service,No
BM9I5S8,"Manualy Cleaning of Mixing Vessel MV-205, AIL Unit",Service,No
BM9Q7I8,"Manufacturing of Tablets as Per IP standards.(Granulation, Drying, Shifting, Milling, Compressionetc",Service,No
BM9R1R4,"Marble Cleaning,Profile Patti Fixing and Strip lights fitting Aluminium Profile Patti 2mtr Silicon",Service,No
BM9C9X8,Market Research Multi Sector Study for Henkel,Service,No
BM9M0U8,Mass in Kg/10 Ltr,Service,No
BM9N0B8,Material Supply and Application Charges for 1 mm Epoxy Floor Coating System Including Surface Prepar,Service,No
BM9P3B8,Material supply and Application charges for 1mm Chemical resistance coating system with EPN 10,Service,No
BM9P3A9,Material supply and Application charges for 4 mm EPU floor coating System including surface pr,Service,No
BM9Z8C7,Material Supply and�Application Charges for 0.5 mm Epoxy Floor Coating System Including Surface Prep,Service,No
BM9A0Q4,"Material supply Application charges for JointFilling , Cost details for Joint filling System: 100 kg",Service,No
BM9A0R5,May Creatives,Service,No
BM9Q5F6,MDF Rack Unit with Diko Paint Finish & Acrylic Lit Logo,Service,No
BM9X5O2F,Mechanical Seal Rotary Seat Lapping Charges,Service,No
BM9U9P2,Mechanical seal Stationary Seat Lapping Charges,Service,No
BM9K9Y3,MECO Digital Multimeter For Calibration 500 Rs Extra - BM9K9Y3,Service,No
BM9L1D5,MECO Digital Multimeter For Calibration 500 Rs Extra - BM9L1D5,Service,No
BM9L1K5,MECO Digital Multimeter For Calibration 500 Rs Extra - BM9L1K5,Service,No
BM9Y9I7,Medical Examination,Service,No
BM9C6J2,MEGGER 10 kV Insulation Resistance Tester - MIT1025,Service,No
BM9F0Q5,Membership Fees for Indian Plumbing Association,Service,No
BM9R7B7G,Membership Fees for Indian Plumbing Skill Council,Service,No
BM9M6I1,Membership Subscription from 1-Apr-2020 to 31-Mar-2021,Service,No
BM9I1B5,"Mercury,�Lead,�Tin,�Cadmium,�Arsenic,�Copper,�Aluminum",Service,No
BM9O0E9,Metal Scaffolding Fixing and Refixing,Service,No
BM9P5C2,Metallurgical failure analysis of failed pipe,Service,No
BM9A1A1,Micro Processor Repairing,Service,No
BM9T3B6,Microgram Measurement of Ceramic Pieces,Service,No
BM9I3I8,Mild Steel Plate Cutting,Service,No
BM9I0K5,Mild Steel Structural Fabrication Light Weight,Service,No
BM9U2W2,Mind The Step Stickers,Service,No
BM80022,Miscellaneous Charges-BM80022,Service,No
BM9D0T6,"Miscellenoius Painting Items like Pipes Support, Chiller Drain Line, TDI Storage Door",Service,No
BM9J7I8,Mixers Vessels & Equipment Painting-epoxy Painting with Two Coat of Colour,Service,No
BM9P6B8,MMPN MARKING MACHINE SERVICE / VISIT CHARGES,Service,No
BM9N5C4,Mobilization and De-Mobilization Charges,Service,No
BM9W9W5,Model for EL Training- 6 No's-BM9W9W5,Service,No
BM9W9H1,Model for EL Training- Aarti Saroj-BM9W9H1,Service,No
BM9Q6Q4,Model for EL Training- Aditi vishwasrao-BM9Q6Q4,Service,No
BM9W2Z3,Model for EL Training- Apoorva Nayak-BM9W2Z3,Service,No
BM9U8H9,Model for EL Training- Sejal Gusain-BM9U8H9,Service,No
BM9S5H5,Model for EL Training- Shreeradhe Khanduja-BM9S5H5,Service,No
BM9X9T3,Model for EL Training- Shreyja Pratik Mhatre-BM9X9T3,Service,No
BM9L3N2,Model Management Services,Service,No
BM9V6O0,Model Presentation Show,Service,No
BM9A1S2,"Modelling Charges, Shoot with Schwarzkopf (21,22,23rd Jan 2020)",Service,No
BM9F0O9,"Models for Schwarzkopf print anddigital shootDate 6th May, 2019 Models : Greeshma & Kyara",Service,No
BM9R9P6,Modification / Calibration Charges for Synergy LEL Gas Transmitter,Service,No
BM9Y6T2,Modification / Calibration Charges for Synergy LPG Gas Transmitter,Service,No
BM9G1S2L,Monorail I Beam Extension Work(2) With Man Power Supply,Service,No
BM9H8L9,Monthly Lunch Dinner,Service,No
BM00042,Monthly Lunch + Dinner (For 3 Months).,Service,No
BM9H3N0,Morning Tea,Service,No
BM9Q0C8,Motor Fan Removing and Fitting,Service,No
BM9W8H2N,MPI NDT LV-II Training,Service,No
BM9I7G2,MPT Plant Effluent Pit Cleaning,Service,No
BM9P9Y2,MR Audit through OCR Technology,Service,No
BM9K2I0,MS 18 Mtr Tower Erection Work,Service,No
BM9O1S0,MS Platform Fabrication Work (4),Service,No
BM9I1C0R,MS Support Drilling Work,Service,No
BM9Q0L3,MS Support Modification Work,Service,No
BM9L9O5,MSEDCL Shutdown,Service,No
BM9V8W6,MT Calibration Plate as Per ISO 9934-3 with Calibration Certificate,Service,No
BM9X5S5,Mt+ Cx 3 kva Lb Ups Controll Board,Service,No
BM9B7X2,Mt+ Cx 3 kva Lb Ups Power Board,Service,No
BM1A6M9,Multimeter - Fluke-106 Fluke-106,Service,No
BM9X9I5,"MV 1"" Polypropylene Homopolymer Pipe FEB Joint",Service,No
BM9I7L6,"MV 1"" Polypropylene Homopolymer Pipe Line Dismentling",Service,No
BM9F0F4,"MV 2"" Polypropylene Homopolymer Pipe FEB Joint",Service,No
BM9B9E0,"MV 3"" Polypropylene Homopolymer Pipe FEB Joint",Service,No
BM9A1Y3,"MV 6"" Polypropylene Homopolymer Pipe FEB Joint",Service,No
BM9A2G4,MV Polypropylene Homopolymer Pipe Line MS Support Fixing,Service,No
BM9A8J0,NABL Approved Marking Gauge Calibration Charge Size 300 MM,Service,No
BM9J9K4,NABL Approved Stabila Calibration Charge Size 5 Mtr.,Service,No
BM9M8H0,NABL Approved Straight Edge Calibration Charge Size 3 Mtr.,Service,No
BM9X2S7,NABL Calibration Certificate Tension Value of Force,Service,No
BM9W9Y9,NABL Calibration Charges for IRX66 Digital Thermometer,Service,No
BM9Q6T9,NABL Certificate for Hardness Tester,Service,No
BM9K7V5I,NABL Certificate for Torque Calibrator,Service,No
BM9R1P0,NABL Certificate for Torque Wrench 4-20 Kgf,Service,No
BM9K5V9,NABL Claribration of Fluke Multimeter,Service,No
BM9Q8I0,Network Analyzer(100 Mhz to 6 GHZ) MY54402318 E5063A-265,Service,No
BM9U7S9,New Arrangement for X Marking of Frame on Equipment Beam Location To Be Made,Service,No
BM9T8G8,New Partion Using existing dismantled partition materials.0,Service,No
BM9R5D6,New Teflon Bush & Cappling Fabrication Work,Service,No
BM9V9V2K,Newsletter Q2 2020 - Edition 2,Service,No
BM9A6H0,Nitrogen Gas for Dewpoint Testing,Service,No
BM9O4P6,Nitrogen Gas for oil Mist Testing,Service,No
BM9V9F9,Nitrogen Gas for Particle Size Analysis,Service,No
BM9I0G8,Nitrogen Gas for Purity Testing,Service,No
BM9S6N9A,Nitrogen Gas Leakage Arresting,Service,No
BM9I4L8,Non-Comprehensive AMC of E60 Thermal Camera,Service,No
BM9O8C0,Norgen Jig Cylinder Servicing,Service,No
BM9G0D3,NRE,Service,No
BM9G2M4,Oil Basis Painting and Writing On Walls (With Paints),Service,No
BM9Q2B3,Oil Particle Counter Make: Mpfiltri-BM9Q2B3,Service,No
BM9O3E5,Oil Ultime AD for Vogue,Service,No
BM9O3Z8V,Oil Ultime Bag 2 Design,Service,No
BM9U1P3O,Oil Ultime Catalogue and A+,Service,No
BM9I6I4,Oil Ultime Catalogue and A+ (Batch 2),Service,No
BM9Q0Q0,Oil Ultime Collage Sheet,Service,No
BM9S3R2,Oil Ultime Print Ad,Service,No
BM9I5E6,Oil Ultime proof print - Sab Style Speak Magazine Satin Proof,Service,No
BM9Z9Q1,Oil Ultime sales Presenter,Service,No
BM9Q8W5,Oil Ultime Sales Presenter & Print Ad,Service,No
BM9F8L4,Old AC Dismentle,Service,No
BM9V0J7,Old Cupboard Bottom Repairing Work,Service,No
BM9E0V2,Old Cupboard Leg Replacing Work,Service,No
BM9E3J9,Old Cupboard Repairing Work,Service,No
BM9E4D4,OMRON PLC Software - CXONE-AL01C-V4,Service,No
BM9Q0Y1,One Day Training for Measurement of Uncertainty,Service,No
BM9Z0T9,One Day Workshop on Thin Film Technology Preparation and Characterization,Service,No
BM9P1U2,One Driver Salary,Service,No
