#,Date,Vendor,Remarks,Due Date,Document Total in SC,Purchase Order Status,Document Status,Document Total,Canceled,Branch,Project,Project Code,BPL Name,Tax Amount (SC)
40212761,05-Mar-2019,Pergam-Suisse Ag,Based On Sales Orders 10212236.,01-Apr-2019,816000,Supplier PI / Invoice Awaited,Closed,816000,No,Maharashtra,30431,30431 - REQUIREMENT OF LASER METHANE REMOTE DETECTOR FOR KG,0,0
40212762,05-Mar-2019,Jyotishri Furnishing,,05-Mar-2019,24000,Supplier PI Pending Finance Approval,Open,24000,No,Maharashtra,,32243 - Cable Tie Cutter & Foam,0,0
40212763,05-Mar-2019,Western Steel Drums Pvt. Ltd.,Based On Sales Orders 10212233.,15-Mar-2019,137186.8,Payment to Supplier Delayed,Closed,137186.8,No,Maharashtra,32297,32297 - New Po # 4591591945 for Smoke Grey -20kg of Western,0,20926.8
40212764,05-Mar-2019,Rajesh Trade Centre,Based On Sales Orders 10212239.,11-Mar-2019,13050.8,Material Readiness: Delayed,Closed,13050.8,No,Maharashtra,32137,32137 - Re:Fwd: ENQUIRY,0,1990.8
40212765,05-Mar-2019,Ravi Transmission Products,Based On Sales Orders 10212231.,04-Apr-2019,661.28,Supplier PI Pending Finance Approval,Closed,661.28,No,Maharashtra,32313,32313 - RE:Fwd: REQUEST FOR QUOTATION,0,100.88
40212766,05-Mar-2019,Bhairav Chemist,Based On Sales Orders 10212238.,11-Mar-2019,1884.47,Material Readiness: Delayed,Closed,1884.47,No,Maharashtra,32335,32335 - PO 2413092204 - Medical Requirement,0,201.92
40212767,05-Mar-2019,Global Marketing,,05-Mar-2019,5844.52,Supplier PO Created,Closed,5844.52,No,Maharashtra,,31661 - Tool Trolley and Drill,0,891.52
40212768,05-Mar-2019,Hardware and Tools Centre,,05-Mar-2019,4200,Payment to Supplier Delayed,Closed,4200,No,Maharashtra,,32243 - Cable Tie Cutter & Foam,0,200
40212769,05-Mar-2019,Techtrix,,05-Mar-2019,2120.01,Supplier PI / Invoice Awaited,Open,2120.01,No,Maharashtra,,30921 - Re: Re:go2,0,323.39
40212770,05-Mar-2019,Annaya Parda House,Based On Sales Orders 10212241.,05-Mar-2019,5600,Supplier PI Pending Finance Approval,Closed,5600,No,Maharashtra,30823,30823 - Green Paint,0,0
40212771,05-Mar-2019,Kumar Traders,Based On Sales Orders 10212241.,05-Mar-2019,2700,Supplier PI Pending Finance Approval,Closed,2700,No,Maharashtra,30823,30823 - Green Paint,0,0
40212772,05-Mar-2019,R.K.Engineering Corporation,Based On Sales Orders 10212245.,30-Mar-2019,5310,Material Readiness: Delayed,Open,5310,No,Maharashtra,31173,31173 - Fwd: Quote for FAG Make Grease for CTIPL Pithampur,0,810
40212773,05-Mar-2019,OMNI Cans and Printers Pvt. Ltd.,Based On Sales Orders 10212243.,15-Mar-2019,408524.86,Payment to Supplier Delayed,Closed,408524.86,No,Maharashtra,32304,32304 - New PO # 4591591534 for 5 Ltr MS container - 4000 p,0,62317.36
40212774,05-Mar-2019,Suresh Electric Co.,Based On Sales Orders 10212075.,13-Feb-2019,9932.65,Payment to Supplier Delayed,Closed,9932.65,No,Maharashtra,31367,31367 - ENQUIRY-Indu-01/02/2019,0,1515.15
40212775,05-Mar-2019,Paint Palace,Based On Sales Orders 10212244.,04-Mar-2019,1020,Supplier PO Created,Closed,1020,No,Maharashtra,31523,31523 - Velcro Paper Prabjot,0,0
40212776,05-Mar-2019,Kaysons Techno Equipments Pvt. Ltd.,,05-Mar-2019,1121,Supplier PI delayed,Closed,1121,No,Maharashtra,,29942 - Requirement of Flow Computer Assessories,0,171
40212777,05-Mar-2019,Divine Engineering,Based On Sales Orders 10212251.,12-Mar-2019,8307.2,Material Readiness: Delayed,Closed,8307.2,No,Maharashtra,31406,31406 - Fwd: RFQ - heat shield & Filter.,0,1267.2
40212778,06-Mar-2019,AB&D Software India Pvt. Ltd.,Based On Sales Orders 10212258.,12-Mar-2019,60652,Supplier PI Pending Finance Approval,Closed,60652,No,Maharashtra,31431,31431 - Reg: Software License in Bangalore,0,9252
40212779,06-Mar-2019,Rajdeep Plastic Containers India Pvt Ltd,Based On Sales Orders 10212252.,15-Mar-2019,188788.2,Supplier PI / Invoice Awaited,Closed,188788.2,No,Maharashtra,32389,32389 - New Po # 4591593491 for Blue drum of Rajdeep,0,28798.2
40212780,06-Mar-2019,Patna Machine Tools Corporation,Based On Sales Orders 10212256.,06-Mar-2019,560,Supplier PI Pending Finance Approval,Closed,560,No,Maharashtra,30613,30613 - Duracell Batteries,0,0
40212781,06-Mar-2019,Patna Machine Tools Corporation,,06-Mar-2019,1200,Supplier PI / Invoice Awaited,Open,1200,No,Maharashtra,,30545 - Batteries,0,0
40212782,06-Mar-2019,Renown Metal Industries,,06-Mar-2019,32012,Supplier PI Pending Finance Approval,Open,32012,No,Maharashtra,,32429 - House Numbering Plates,0,0
40212783,06-Mar-2019,Testo India Pvt. Ltd.,Based On Sales Orders 10212263.,11-Mar-2019,4720,Supplier PI Pending Finance Approval,Closed,4720,No,Maharashtra,32414,32414 - Fwd: Quotation for Upgrade SO2 Sensor - testo350 em,0,720
40212784,06-Mar-2019,Testo India Pvt. Ltd.,Based On Sales Orders 10212254.,08-Mar-2019,118455.48,Supplier PI Pending Finance Approval,Closed,118455.48,No,Maharashtra,32383,32383 - Fwd: Quotation for Upgrade SO2 Sensor - testo350 em,0,18069.48
40212785,06-Mar-2019,Shilpa Shree Enterprises,Based On Sales Orders 10212175.,13-Feb-2019,14700,Supplier PI Pending Finance Approval,Closed,14700,No,Maharashtra,31718,31718 - Safety Items - Feb 2019,0,700
40212786,07-Mar-2019,MP Enterprises,,07-Mar-2019,310,Supplier PI / Invoice Awaited,Closed,310,No,Maharashtra,,31247 - Quotation for Eagle developer tool kit,0,0
40212787,07-Mar-2019,Appario Retail Pvt. Ltd.,,07-Mar-2019,329,Supplier PI / Invoice Awaited,Closed,329,No,Maharashtra,,31247 - Quotation for Eagle developer tool kit,0,0
40212788,07-Mar-2019,Broil Sensotek Industries,Based On Sales Orders 10212268.,11-Mar-2019,44132,Supplier PI Pending Finance Approval,Closed,44132,No,Maharashtra,31971,31971 - Re:,0,6732
40212789,07-Mar-2019,Cameron Middle East FZE,,07-Mar-2019,540686.75,Supplier PO Created,Closed,540686.75,No,Maharashtra,,Stock Purchase,0,0
40212790,07-Mar-2019,M/s Krishna and Company,,07-Mar-2019,9877,Supplier PI Pending Finance Approval,Open,9877,No,Maharashtra,,30853 - Tee Saif,0,1506.6
40212791,07-Mar-2019,Vardhman Marketing,Based On Sales Orders 10212266.,08-Apr-2019,81923,Payment to Supplier Delayed,Closed,81923,No,Maharashtra,31929,31929 - Fwd: Regarding Quotation for MRO Items.,0,10023
40212792,07-Mar-2019,Ruby and Sons,Based On Sales Orders 10212266.,08-Apr-2019,806.4,Material Readiness: Delayed,Closed,806.4,No,Maharashtra,31929,31929 - Fwd: Regarding Quotation for MRO Items.,0,86.4
40212793,07-Mar-2019,Alps Trading Co.,Based On Sales Orders 10212266.,08-Apr-2019,41783.8,Material Readiness: Delayed,Closed,41783.8,No,Maharashtra,31929,31929 - Fwd: Regarding Quotation for MRO Items.,0,6373.8
40212794,07-Mar-2019,Bostan Engineering.,Based On Sales Orders 10212266.,08-Apr-2019,1770,Material Readiness: Delayed,Closed,1770,No,Maharashtra,31929,31929 - Fwd: Regarding Quotation for MRO Items.,0,270
40212795,07-Mar-2019,Hadeed Corporation,Based On Sales Orders 10212271.,04-Mar-2019,11800,Supplier PO Created,Closed,11800,No,Maharashtra,31523,31523 - Velcro Paper Prabjot,0,1800
40212796,07-Mar-2019,Paint Palace,Based On Sales Orders 10212270.,07-Mar-2019,2150,Supplier PI Pending Finance Approval,Closed,2150,No,Maharashtra,31301,31301 - Bosch GHP,0,0
40212797,07-Mar-2019,Nido Machineries Pvt. Ltd.,Based On Sales Orders 10212269.,25-Feb-2019,46610,Payment to Supplier Delayed,Closed,46610,No,Maharashtra,31180,31180 - Drum Lifter,0,7110
40212798,07-Mar-2019,Srk Bags,Based On Sales Orders 10212266.,08-Apr-2019,20355,Supplier PI Pending Finance Approval,Closed,20355,No,Maharashtra,31929,31929 - Fwd: Regarding Quotation for MRO Items.,0,3105
40212799,07-Mar-2019,Prisha Enterprises,Based On Sales Orders 10212266.,08-Apr-2019,920.4,Material Readiness: Delayed,Closed,920.4,No,Maharashtra,31929,31929 - Fwd: Regarding Quotation for MRO Items.,0,140.4
40212800,07-Mar-2019,Patna Machine Tools Corporation,,07-Mar-2019,5900,Payment to Supplier Delayed,Closed,5900,No,Maharashtra,,31265 - Testing Tools List,0,900
40212801,07-Mar-2019,ABM Corp.,,07-Mar-2019,3066,Supplier PI delayed,Closed,3066,No,Maharashtra,,31290 - Request for Quotation # Requirements for FAR / Bulk,0,146
40212802,07-Mar-2019,Shree Samarth Enterprises [Karjat],,07-Mar-2019,11681,Supplier PO Created,Closed,11681,No,Maharashtra,,30096 - Welding Safety Equipments,0,556.2
40212803,07-Mar-2019,Cubic Transmissions Pvt. Ltd.,Based On Sales Orders 10212265.,31-Mar-2019,274560,Supplier PI / Invoice Awaited,Open,274560,No,Maharashtra,32433,32433 - Cubic Gear Coupling,0,60060
40212804,07-Mar-2019,Kapadia Infotech,Based On Sales Orders 10212276.,11-Mar-2019,9617,Supplier PI Pending Finance Approval,Closed,9617,No,Maharashtra,30855,30855 - DOT MATRIX PRINTER,0,1467
40212805,07-Mar-2019,JC and Sons Industries,Based On Sales Orders 10212275.,19-Mar-2019,68440,Supplier PI Pending Finance Approval,Open,68440,No,Maharashtra,32296,32296 - Re:PR_45511668,0,10440
40212806,07-Mar-2019,Vanita Agrochem (I) Pvt. Ltd.,Based On Sales Orders 10212272.,20-Mar-2019,200465.48,Payment to Supplier Delayed,Open,200465.48,No,Maharashtra,31036,31036 - Fwd: RFQ for NALCO chemicals,0,30579.48
40212807,07-Mar-2019,Avishkar,Based On Sales Orders 10212274.,13-Mar-2019,10864,Payment to Supplier Delayed,Closed,10864,No,Maharashtra,31251,31251 - Tray d for chemicals,0,1164
40212808,07-Mar-2019,Aananya KPD,,07-Mar-2019,3638.53,Supplier PI Pending Finance Approval,Open,3638.53,No,Maharashtra,,30853 - Tee Saif,0,555.03
40212809,08-Mar-2019,Shrinivas Enterprises,Based On Sales Orders 10212280.,11-Mar-2019,17346,Payment to Supplier Delayed,Closed,17346,No,Maharashtra,32450,32450 - Fwd: Req. Quotation,0,2646
40212810,08-Mar-2019,Fitok Valves,Based On Sales Orders 10212277.,25-Mar-2019,4708.2,Supplier PI Pending Finance Approval,Closed,4708.2,No,Maharashtra,30885,30885 - Re:Spare part inquiry .xlsx,0,718.2
40212811,08-Mar-2019,Techman Systems Pvt. Ltd.,Based On Sales Orders 10212277.,25-Mar-2019,82954.1,Supplier PI Pending Finance Approval,Open,82954.1,No,Maharashtra,30885,30885 - Re:Spare part inquiry .xlsx,0,12654.02
40212812,08-Mar-2019,Bharat Corporation,Based On Sales Orders 10212277.,25-Mar-2019,13098,Payment to Supplier Delayed,Closed,13098,No,Maharashtra,30885,30885 - Re:Spare part inquiry .xlsx,0,1998
40212813,08-Mar-2019,Sha Kundanmal Misrimal,,08-Mar-2019,15635,Supplier PI Pending Finance Approval,Open,15635,No,Maharashtra,,31323 - Plastic Pouches,0,2385
40212814,08-Mar-2019,Sha Kundanmal Misrimal,,08-Mar-2019,5428,Supplier PI Pending Finance Approval,Open,5428,No,Maharashtra,,32483 - Floor Masking Tape,0,828
40212815,08-Mar-2019,Dhirajlal Morarji,Based On Sales Orders 10212282.,12-Mar-2019,7342.51,Supplier PI Pending Finance Approval,Closed,7342.51,No,Maharashtra,32289,32289 - RE: SAP PR REQUEST TEMPLATE FOR BEARING BANK 002012,0,1120.06
40212816,08-Mar-2019,Steel-o-fab Engineers,Based On Sales Orders 10212278.,14-Mar-2019,37230.18,Supplier PI Pending Finance Approval,Closed,37230.18,No,Maharashtra,31647,31647 - send the Quote for Gear box as per details,0,5679.18
40212817,08-Mar-2019,Euchner India Pvt. Ltd.,Based On Sales Orders 10212283.,22-Mar-2019,25884.48,Supplier PI Pending Finance Approval,Closed,25884.48,No,Maharashtra,32371,32371 - Reg: Relay Quote,0,3948.48
40212818,08-Mar-2019,Dodia Electricals,Based On Sales Orders 10212250.,19-Mar-2019,39931.2,Supplier PI Pending Finance Approval,Closed,39931.2,No,Maharashtra,32368,32368 - Purchase Order for Relay with Base Qtty 200,0,6091.2
40212819,08-Mar-2019,Vision SMT Solutions Pvt. Ltd.,,08-Mar-2019,44250,Supplier PI Pending Finance Approval,Closed,44250,No,Maharashtra,31991,"31991 - CIP # 2 // PO # 868I30026, 868I30027, 868I30028 //",0,6750
40212820,08-Mar-2019,Vision SMT Solutions Pvt. Ltd.,,08-Mar-2019,41300,Supplier PI Pending Finance Approval,Closed,41300,No,Maharashtra,31992,"31992 - CIP # 2 // PO # 868I30026, 868I30027, 868I30028 //",0,6300
40212821,08-Mar-2019,Vision SMT Solutions Pvt. Ltd.,,08-Mar-2019,42650,Supplier PI Pending Finance Approval,Closed,42650,No,Maharashtra,31794,31794 - Need Formal Quotation - VM Deployment BULK MRO,0,6150
40212822,08-Mar-2019,Western Steel Drums Pvt. Ltd.,Based On Sales Orders 10212285.,26-Mar-2019,83527.48,Payment to Supplier Delayed,Closed,83527.48,No,Maharashtra,32470,32470 - New PO # 4591595285 for 10ltr Lacqure Coating of We,0,12741.48
40212823,09-Mar-2019,Sree Dhanam Automation PVT. LTD.,,09-Mar-2019,32551.36,Supplier PI Pending Finance Approval,Open,32551.36,No,Maharashtra,,32330 - New Project _ Kaushik,0,4965.46
40212824,11-Mar-2019,FFP Eco Technologies Pvt. Ltd. (Silvassa),Based On Sales Orders 10212262.,12-Mar-2019,10384,Payment to Supplier Delayed,Closed,10384,No,Maharashtra,32099,32099 - Re: RE: [EXT] Offer for Bearing Housing,0,1584
40212825,11-Mar-2019,hydrateQ Engineering,Based On Sales Orders 10212267.,11-Mar-2019,91485.4,Supplier PI Pending Finance Approval,Closed,91485.4,No,Maharashtra,32425,32425 - FW: [EXT] Re: Offer For Impact Wrench,0,13955.4
40212826,11-Mar-2019,Hitech Engineering & Sales,Based On Sales Orders 10212260.,13-Mar-2019,74764.8,Supplier PI / Invoice Awaited,Closed,74764.8,No,Maharashtra,31887,31887 - Regarding Qtn,0,11404.8
40212827,11-Mar-2019,hydrateQ Engineering,Based On Sales Orders 10212264.,11-Mar-2019,1298,Supplier PI Pending Finance Approval,Closed,1298,No,Maharashtra,31697,31697 - FW: [EXT] Re: Offer For Impact Wrench,0,198
40212828,11-Mar-2019,M/S. Krishna Electrical Works,Based On Sales Orders 10212255.,13-Mar-2019,21240,Supplier PO Created,Closed,21240,No,Maharashtra,31465,31465 - FW: [EXT] Quot 257 for Triplex water pump overhauli,0,3240
40212829,11-Mar-2019,Spectra Plast India Pvt. Ltd.,Based On Sales Orders 10212261.,20-Mar-2019,11357.5,Payment to Supplier Delayed,Closed,11357.5,No,Maharashtra,31792,31792 - Offer required for C-section UHMW wear strip,0,1732.5
40212830,11-Mar-2019,Amar Equipment Pvt. Ltd.,Based On Sales Orders 10212253.,20-Mar-2019,74340,Payment to Supplier Delayed,Closed,74340,No,Maharashtra,30902,30902 - Service Quotation No. Serv - 01005 Bulk Mro Industr,0,11340
40212831,11-Mar-2019,Bigsmall Gifts Pvt. Ltd.,Based On Sales Orders 10212257.,13-Mar-2019,97943.17,Supplier PI / Invoice Awaited,Closed,97943.17,No,Maharashtra,32166,32166 - FW: [EXT] Women's Day Gifts | Estimate | Henkel,0,10493.91
40212832,11-Mar-2019,SAI ENGINEERS,Based On Sales Orders 10212290.,26-Mar-2019,10926.8,Payment to Supplier Delayed,Closed,10926.8,No,Maharashtra,32003,32003 - FW: [EXT] Re: Gear Box Spares & Gear Box Requiremen,0,1666.8
40212833,11-Mar-2019,Tex Year Industrial Adhesive Pvt. Ltd.,Based On Sales Orders 10212295.,15-Mar-2019,11328,Supplier PI Pending Finance Approval,Closed,11328,No,Maharashtra,32157,32157 - RFQ for Glue Gun,0,1728
40212834,11-Mar-2019,Western Steel Drums Pvt. Ltd.,Based On Sales Orders 10212287.,26-Mar-2019,66075.28,Payment to Supplier Delayed,Closed,66075.28,No,Maharashtra,32480,32480 - New PO # 4591595244 for 2 bung of Western Stell,0,10079.28
40212835,11-Mar-2019,Western Steel Drums Pvt. Ltd.,Based On Sales Orders 10212288.,26-Mar-2019,125386.8,Payment to Supplier Delayed,Closed,125386.8,No,Maharashtra,32475,32475 - New Po # 4591595254 for SMOKE Grey of Western steel,0,19126.8
40212836,11-Mar-2019,Vitronics (India),Based On Sales Orders 10212289.,15-Mar-2019,4867.5,Material Readiness: Delayed,Closed,4867.5,No,Maharashtra,32348,32348 - Fwd: Offer required - 107,0,742.5
40212837,11-Mar-2019,Southwest Thermal Technology Inc.,Based On Sales Orders 10212296.,01-Apr-2019,204195.6,Supplier PI / Invoice Awaited,Open,204195.6,No,Maharashtra,19338,19338-Fwd: Quote_Cummins_Plate Heat Exchangers,0,0
40212838,11-Mar-2019,Kitchen World,,11-Mar-2019,62765,Supplier PI delayed,Open,62765,No,Maharashtra,,32429 - House Numbering Plates,0,6724.78
40212839,11-Mar-2019,H. M. Industrial Suppliers,Based On Sales Orders 10212298.,11-Mar-2019,40635,Supplier PO Created,Closed,40635,No,Maharashtra,32521,32521 - Reflective Jackets & Toe Guard,0,1935
40212840,11-Mar-2019,H. M. Industrial Suppliers,Based On Sales Orders 10212299.,18-Mar-2019,78750,Material Readiness: Delayed,Closed,78750,No,Maharashtra,32520,32520 - HILLSON Soccer Antistatic Steel Toe Safety Shoe,0,3750
40212841,11-Mar-2019,Vaishnavi Associates,,11-Mar-2019,2070.9,Payment to Supplier Delayed,Closed,2070.9,No,Maharashtra,31176,"31176 - RFQ : Request for Quotation PR#20287556 30010,100",0,315.9
40212842,21-Feb-2019,Maharashtra Enterprises,Based On Sales Orders 10212301.,28-Feb-2019,31270000,Supplier PI / Invoice Awaited,Closed,31270000,No,Maharashtra,32590,32590 - Bituman,0,4770000
40212843,11-Mar-2019,Lakshman Sruthi Musicals Pvt. Ltd.,,11-Mar-2019,5402.04,Supplier PI Pending Finance Approval,Closed,5402.04,No,Maharashtra,31051,31051 - Reg: Send quote _ Guiter Pick 0.8 mm _ CIP II,0,824.04
40212844,12-Mar-2019,Valisons and Co.,,12-Mar-2019,12685.94,Supplier PO Created,Closed,12685.94,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,1935.14
40212845,12-Mar-2019,Starlite Engineering Co.,,12-Mar-2019,561.68,Supplier PI delayed,Closed,561.68,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,85.68
40212846,12-Mar-2019,Stanley Black and Decker India Pvt. Ltd.,,12-Mar-2019,27617.84,Payment to Supplier Delayed,Closed,27617.84,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,4212.88
40212847,12-Mar-2019,Divine Engineering,,12-Mar-2019,2407.2,Payment to Supplier Delayed,Closed,2407.2,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,367.2
40212848,12-Mar-2019,Deluxe Electrical Corporation,,12-Mar-2019,42928.4,Supplier PI Pending Finance Approval,Closed,42928.4,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,6548.4
40212849,12-Mar-2019,Bosch Ltd.,,12-Mar-2019,3471.08,Supplier PI Pending Finance Approval,Closed,3471.08,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,529.48
40212850,12-Mar-2019,Varicon Pumps & Systems Pvt. Ltd.,Based On Sales Orders 10212300.,30-Apr-2019,75427.84,Supplier PI Pending Finance Approval,Closed,75427.84,No,Maharashtra,32073,32073 - Requirement of FMI Q2CSC Head Module,0,16499.84
40212851,12-Mar-2019,Veejay Tex,,12-Mar-2019,13629,Supplier PI Pending Finance Approval,Closed,13629,No,Maharashtra,,30777 - Fwd: tool kit - Quote,0,2079
40212852,12-Mar-2019,Access Power Link,Based On Sales Orders 10212302.,13-Mar-2019,26496,Supplier PI Pending Finance Approval,Closed,26496,No,Maharashtra,30772,30772 - Re:Tubular Battery,0,5796
40212853,12-Mar-2019,Spenta Multimedia Pvt. Ltd.,Based On Sales Orders 10212309.,18-Mar-2019,1050,Material Readiness: Delayed,Closed,1050,No,Maharashtra,31674,31674 - RE: [EXT] Hair & Beauty - Extra Copies,0,0
40212854,12-Mar-2019,Conferences & Exhibitions Pvt. Ltd.,Based On Sales Orders 10212309.,18-Mar-2019,1500,Material Readiness: Delayed,Open,1500,No,Maharashtra,31674,31674 - RE: [EXT] Hair & Beauty - Extra Copies,0,0
40212855,12-Mar-2019,Images Multimedia Pvt. Ltd.,Based On Sales Orders 10212309.,18-Mar-2019,3150,Material Readiness: Delayed,Closed,3150,No,Maharashtra,31674,31674 - RE: [EXT] Hair & Beauty - Extra Copies,0,0
40212856,12-Mar-2019,Diamond Tools India,,12-Mar-2019,7289.8,Supplier PI Pending Finance Approval,Open,7289.8,No,Maharashtra,,32243 - Cable Tie Cutter & Foam,0,1112
40212857,12-Mar-2019,Patna Machine Tools Corporation,,12-Mar-2019,3624.96,Supplier PI Pending Finance Approval,Closed,3624.96,No,Maharashtra,,31345 - Nilkamal Dust Bin,0,552.96
40212858,12-Mar-2019,Hardware and Tools Centre,,12-Mar-2019,5098,Payment to Supplier Delayed,Closed,5098,No,Maharashtra,,31345 - Nilkamal Dust Bin,0,777.6
40212859,13-Mar-2019,Aqua Media,Based On Sales Orders 10212310.,19-Mar-2019,4690.74,Payment to Supplier Delayed,Closed,4690.74,No,Maharashtra,32145,32145 - RE: [EXT] Boiler Water Treatment & Coil Descaling,0,715.54
40212860,13-Mar-2019,Rohan Standox Autolack,Based On Sales Orders 10212303.,17-Apr-2019,51798.46,Payment to Supplier Delayed,Closed,51798.46,No,Maharashtra,31532,31532 - Devilbis Spray Gun Quotation,0,7901.46
40212861,13-Mar-2019,Suresh Electric Co.,Based On Sales Orders 10212249.,19-Feb-2019,49819.6,Supplier PI Pending Finance Approval,Closed,49819.6,No,Maharashtra,31043,31043 - ENQUIRY - Pepperl Fuchs,0,7599.6
40212862,13-Mar-2019,Sanaa Rubber Product,Based On Sales Orders 10212249.,19-Feb-2019,6088.8,Supplier PI Pending Finance Approval,Closed,6088.8,No,Maharashtra,31043,31043 - ENQUIRY - Pepperl Fuchs,0,928.8
40212863,13-Mar-2019,Sparepedia Pvt. Ltd.,Based On Sales Orders 10212308.,27-Mar-2019,5961.95,Payment to Supplier Delayed,Closed,5961.95,No,Maharashtra,32579,32579 - The Procter & Gamble Company sent a new Purchase Or,0,909.45
40212864,13-Mar-2019,Lakshmi Trading Co.,Based On Sales Orders 10212308.,27-Mar-2019,10525.6,Supplier PI Pending Finance Approval,Closed,10525.6,No,Maharashtra,32579,32579 - The Procter & Gamble Company sent a new Purchase Or,0,1605.6
