HSN Desc,HSN Description
54023990,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX TEXTURED YARN :OTHER :OTHER"
54024100,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF NYLON OR OTHER POLYAMIDES"
54024200,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF POLYESTERS, PARTIALLY ORIENTED"
54024300,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF POLYESTERS, OTHER"
54024400,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF ELASTOMERS"
54024500,"OTHER SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF NYLON OR OTHER POLYAMIDES"
54024600,"OTHER SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF POLYESTERS, PARTIALLY ORIENT"
54024700,"OTHER SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF POLYESTERS"
54024800,"OTHER SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METRE : OF POLYPROPYLENE"
54024900,"OTHER HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, NOT ELSEWHERE SPECIFIED"
54025100,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, WITH A TWIST EXCEEDING 50 TURNS PER METRE : OF NYLON OR OTHER POLYAMIDES"
54025200,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, WITH A TWIST EXCEEDING 50 TURNS PER METRE : OF POLYESTERS"
54025300,OF POLYPROPYLENE
540259,OTHER
54025910,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, WITH A TWIST EXCEEDING 50 TURNS PER METRE : OTHER : POLYPROPYLENE FILAMENT YARN"
54025990,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE, WITH A TWIST EXCEEDING 50 TURNS PER METRE : OTHER : OTHER"
54026100,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF NYLON OR OTHER POLYAMIDES"
54026200,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF POLYESTERS"
54026300,OF POLYPROPYLENE
540269,OTHER
54026910,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OTHER : POLYVINYL ACETATE FILAMENT YARN"
54026920,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OTHER : POLYVINYL CHLORIDE FILAMENT YARN"
54026930,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OTHER :POLYPROPYLENE FILAMENT YARN"
54026940,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OTHER :ACRYLIC FILAMENT YARN"
54026950,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OTHER :POLYTETRAFLUOROETHYLENE YARN"
54026990,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OTHER :OTHER"
5403,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX"
540310,HIGH TENACITY YARN OF VISCOSE RAYON
54031010,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX HIGH TENACITY YARN OF VISCOSE RAYON : VISCOSE RAYON TYRE YARN 1,233 DECITEX"
54031020,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX HIGH TENACITY YARN OF VISCOSE RAYON : VISCOSE RAYON TYRE YARN 1,833 DECITEX"
54031090,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX HIGH TENACITY YARN OF VISCOSE RAYON : OTHER"
54032000,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX TEXTURED YARN :"
54033100,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE :OF VISCOSE RAYON, UNTWISTED OR WITH A TWIST NOT EXCEEDING 120 TURNS PER METRE"
54033200,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE :OF VISCOSE RAYON, WITH A TWIST EXCEEDING 120 TURNS PER METRE"
54033300,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, SINGLE :OF CELLULOSE ACETATE"
540339,OTHER
54033910,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER : CUPRAMMONIUM RAYON"
54033990,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER :OTHER"
540341,OF VISCOSE RAYON
54034110,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : UP TO 67 DECITEX"
54034120,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 83 DECITEX"
54034130,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 111 DECITEX, BRIGHT"
54034140,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 111 DECITEX, DULL"
54034150,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 133 DECITEX, BRIGHT"
54034160,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 133 DECITEX, DULL"
54034170,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 167 DECITEX, BRIGHT"
54034180,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OF 167 DECITEX, DULL"
54034190,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED : OF VISCOSE RAYON : OTHER"
540342,OF CELLULOSE ACETATE
54034210,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF CELLULOSE ACETATE :ACETATE RAYON FILAMENT YARN, 83 DECITEX"
54034220,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF CELLULOSE ACETATE :ACETATE RAYON FILAMENT YARN, 111 DECITEX"
54034230,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF CELLULOSE ACETATE :ACETATE RAYON FILAMENT YARN, 133 DECITEX"
54034240,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF CELLULOSE ACETATE :ACETATE RAYON FILAMENT YARN, 167 DECITEX"
54034250,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF CELLULOSE ACETATE :ACETATE RAYON FILAMENT YARN, 333 DECITEX"
54034290,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OF CELLULOSE ACETATE :OTHER"
540349,OTHER
54034911,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : CUPRAMMONIUM FILAMENT YARN : OF 33 DECITEX"
54034912,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : CUPRAMMONIUM FILAMENT YARN : OF 44 DECITEX"
54034913,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : CUPRAMMONIUM FILAMENT YARN : OF 67 DECITEX"
54034914,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : CUPRAMMONIUM FILAMENT YARN : OF 83 DECITEX"
54034915,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : CUPRAMMONIUM FILAMENT YARN : OF 89 DECITEX"
54034919,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : CUPRAMMONIUM FILAMENT YARN : OTHER"
54034990,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT FOR RETAIL SALE, INCLUDING ARTIFICIAL MONO FILAMENT OF LESS THAN 67 DECITEX OTHER YARN, MULTIPLE (FOLDED) OR CABLED :OTHER : OTHER"
5404,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSSSECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETICTEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM - MONOFILAMENT"
54041000,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM MONOFILAMENT"
54041100,ELASTOMETIC MONOFILAMENT
54041200,OTHER MONOFILAMENT OF POLYPROPYLENE
540419,OTHER
54041910,OTHER MONOFILAMENTS - CATGUT IMITATION OF NON-STERILE SYNTHETIC YARN
54041920,MONOFILAMENTS
54041990,OTHER MONOFILAMENTS - NOT SPECIFIED ELSEWHERE
540490,OTHER
54049010,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM OTHER : CATGUT IMITATION OF SYNT"
54049020,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM OTHER : STRIP AND THE LIKE OF SY"
54049090,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM OTHER : OTHER"
5405,"ARTIFICIAL MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF ARTIFICIAL TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM"
54050000,"ARTIFICIAL MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF ARTIFICIAL TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM"
5406,"MAN-MADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT UP FOR RETAIL SALE"
540600,"MAN-MADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT FOR RETAIL SALE"
54060010,"MAN-MADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT UP FOR RETAIL SALE, SYNTHETIC FILAMENT YARN"
54060020,"MAN-MADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT UP FOR RETAIL SALE, ARTIFICIAL FILAMENT YARN"
54061000,"MAN-MADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT UP FOR RETAIL SALE SYNTHETIC FILAMENT YARN"
54062000,"MAN-MADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT UP FOR RETAIL SALE ARTIFICIAL FILAMENT YARN"
5407,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404"
540710,WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS
54071011,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : PARACHUTE FABRICS"
54071012,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : TENT FABRICS"
54071013,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : NYLON FURNISHING FABRICS"
54071014,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : UMBRELLA CLOTH PANEL FABRICS"
54071015,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : OTHER NYLON AND POLYAMIDE FABRICS (FILAME"
54071016,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : POLYESTER SUITINGS"
54071019,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : UNBLEACHED : OTHER POLYESTER FABRICS"
54071021,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : PARACHUTE FABRICS"
54071022,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : TENT FABRICS"
54071023,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : NYLON FURNISHING FABRICS"
54071024,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : UMBRELLA CLOTH PANEL FABRICS"
54071025,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : OTHER NYLON AND POLYAMIDE FABRICS OF FILAME"
54071026,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : POLYESTER SUITINGS"
54071029,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : BLEACHED : OTHER"
54071031,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :PARACHUTE FABRICS"
54071032,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :TENT FABRICS"
54071033,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :NYLON FURNISHING FABRICS"
54071034,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :UMBRELLA CLOTH PANEL FABRICS"
54071035,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :OTHER NYLON AND POLYAMIDE FABRICS (FILAMENT)"
54071036,MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :POLYESTER SUITINGS
54071039,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : DYED :OTHER"
54071041,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5404 WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR OF POLYESTERS : PRINTED : PARACHUTE FABRICS"
