#,Date,Customer,Remarks,Due Date,Branch,Document Total (FC),Document Total (SC),Document Status,Canceled,Document Total,Project,Inside Sales Owner,Cancelation Date,Original Ref. No.,Tax Amount (SC)
10610013,09-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 40.,22-Apr-2018,Gujarat,0,6195,Closed,No,6195,,Piyush Yadav,22-May-2018,,945
10610011,09-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 89.,09-May-2018,Gujarat,0,86263.9,Closed,No,86263.9,,Piyush Yadav,08-Jun-2018,,13158.9
10610010,09-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 157.,05-May-2018,Gujarat,0,26370,Open,No,26370,,Avni Shah,04-Jun-2018,,3020
10610009,09-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 60.,01-Sep-2017,Gujarat,0,69325,Closed,No,69325,,Prit Patel,01-Oct-2017,,10575
10610008,09-Apr-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 43.,18-Apr-2018,Gujarat,0,842.87,Closed,No,842.87,,Prit Patel,18-May-2018,,184.38
10610007,06-Apr-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 126.,05-May-2018,Gujarat,0,2383.6,Closed,No,2383.6,,Prit Patel,04-Jun-2018,,363.6
10610006,05-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 55.,29-Apr-2018,Gujarat,0,44604,Closed,No,44604,,Neel Patel,29-May-2018,,6804
10610005,05-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 95.,04-May-2018,Gujarat,0,55135.5,Closed,No,55135.5,,Dhrumil Patel,03-Jun-2018,,8410.5
10610003,04-Apr-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 52.,03-May-2018,Gujarat,0,39563.04,Closed,No,39563.04,,Avni Shah,02-Jun-2018,,6035.04
10610002,04-Apr-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 23.,03-Mar-2018,Gujarat,0,3657.12,Closed,No,3657.12,,Prit Patel,02-Apr-2018,,800
10410004,28-Nov-2018,Galiakotwala Engineering Co. Pvt. Ltd.,Based On Sales Quotations 3921.,10-Apr-2019,Maharashtra,0,38595156.35,Open,No,38595156.35,29342,Vijay Manjrekar,10-May-2019,,5887396.73
10410002,18-Apr-2018,Deep Industries Ltd.,Based On Sales Quotations 84.,18-May-2018,Maharashtra,0,13979.6,Closed,No,13979.6,,Neel Patel,17-Jun-2018,,2132.48
10410001,18-Apr-2018,Deep Industries Ltd.,Based On Sales Quotations 78.,10-May-2018,Maharashtra,0,19968,Closed,No,19968,,Neel Patel,09-Jun-2018,,4368
10400025,28-Mar-2018,Bharti Airtel Ltd.,Based On Sales Quotations 297.,25-Apr-2018,Delhi,0,2449.68,Closed,No,2449.68,,Komal Nagar,25-May-2018,,373.68
10400023,26-Mar-2018,Instakart Services Pvt. Ltd.,Based On Sales Quotations 275.,25-Apr-2018,Delhi,0,10096.63,Closed,No,10096.63,,Komal Nagar,25-May-2018,,1540.16
10400017,13-Mar-2018,MRL Tyres Ltd.,Based On Sales Quotations 250.,13-Apr-2018,Delhi,0,11061.5,Closed,No,11061.5,,Komal Nagar,13-May-2018,,1687.34
10400009,06-Mar-2018,HSIL Ltd.,Based On Sales Quotations 167.,28-Feb-2018,Delhi,0,38350,Closed,No,38350,,Komal Nagar,30-Mar-2018,,5850
10310001,27-Dec-2018,Brahmaputra Cracker and Polymer Ltd.,Based On Sales Quotations 4579.,27-Dec-2018,Maharashtra,0,243242.84,Closed,No,243242.84,28398,Mithun Trisule,26-Jan-2019,,37104.84
10300088,30-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 177.,27-Apr-2018,Gujarat,0,3107.42,Open,No,3107.42,,Prit Patel,27-May-2018,,474.02
10300087,29-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 177.,27-Apr-2018,Gujarat,0,1847.99,Closed,No,1847.99,,Prit Patel,27-May-2018,,281.9
10300085,29-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 389.,02-Feb-2018,Gujarat,0,1504084.64,Closed,No,1504084.64,,Avni Shah,04-Mar-2018,,229436.64
10300083,28-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 284.,26-Apr-2018,Gujarat,0,43329.6,Closed,No,43329.6,,Prit Patel,26-May-2018,,6609.6
10300082,28-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 383.,26-Apr-2018,Gujarat,0,11189.18,Closed,No,11189.18,,Prit Patel,26-May-2018,,1706.82
10300079,27-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 282.,13-Apr-2018,Gujarat,0,15986.64,Closed,No,15986.64,,Prit Patel,13-May-2018,,2438.64
10300078,27-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 280.,25-Apr-2018,Gujarat,0,4602,Closed,No,4602,,Piyush Yadav,25-May-2018,,702
10300077,27-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 394.,06-Apr-2018,Gujarat,0,97934.1,Open,No,97934.1,,Avni Shah,06-May-2018,,14939.1
10300075,26-Mar-2018,Metso India Pvt. Ltd.,Based On Sales Quotations 276.,25-Apr-2018,Gujarat,0,3879.84,Closed,No,3879.84,,Dhrumil Patel,25-May-2018,,591.84
10300072,26-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 274.,22-Apr-2018,Gujarat,0,235056,Closed,No,235056,,Avni Shah,22-May-2018,,35856
10300070,24-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 272.,22-Apr-2018,Gujarat,0,5961.36,Closed,No,5961.36,,Neel Patel,22-May-2018,,909.36
10300063,21-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 264.,14-Apr-2018,Gujarat,0,9381,Closed,No,9381,,Prit Patel,14-May-2018,,1431
10300061,20-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 262.,25-Mar-2018,Gujarat,0,13650,Closed,No,13650,,Prit Patel,24-Apr-2018,,650
10300060,20-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 341.,13-Apr-2018,Gujarat,0,50799,Closed,No,50799,,Dhrumil Patel,13-May-2018,,7749
10300055,16-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 259.,15-Apr-2018,Gujarat,0,197768,Open,No,197768,,Piyush Yadav,15-May-2018,,30168
10300043,13-Mar-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 256.,11-Apr-2018,Gujarat,0,20480,Closed,No,20480,,Prit Patel,11-May-2018,,4480
10300033,08-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 209.,28-Mar-2018,Gujarat,0,322514.3,Open,No,322514.3,,Piyush Yadav,27-Apr-2018,,49197.1
10300032,08-Mar-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 214.,07-Apr-2018,Gujarat,0,46197,Open,No,46197,,Dhrumil Patel,07-May-2018,,7047
10300025,27-Feb-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 190.,23-Feb-2018,Gujarat,0,171098.82,Closed,No,171098.82,,Prit Patel,25-Mar-2018,,26099.82
10300023,26-Feb-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 241.,17-Mar-2018,Gujarat,0,372024.5,Closed,No,372024.5,,Prit Patel,16-Apr-2018,,56749.5
10300021,23-Feb-2018,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 488.,16-Mar-2018,Gujarat,0,457840,Open,No,457840,,Avni Shah,15-Apr-2018,,69840
10300012,19-Feb-2018,Alstom Bharat Forge Power Pvt. Ltd.,,31-Dec-2018,Gujarat,0,2448.5,Open,No,2448.5,18111,Piyush Yadav,30-Jan-2019,,373.5
10212574,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10487.,30-Mar-2019,Maharashtra,0,1640.1,Open,No,1640.1,29787,Vishal Gajera,29-Apr-2019,,78.1
10212573,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10493.,30-Mar-2019,Maharashtra,0,66978.57,Open,No,66978.57,31323,Vishal Gajera,29-Apr-2019,,10217.07
10212572,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10477.,30-Mar-2019,Maharashtra,0,99954.64,Open,No,99954.64,31298,Vishal Gajera,29-Apr-2019,,15247.32
10212571,30-Mar-2019,New Horizons,Based On Sales Quotations 10413.,30-Mar-2019,Maharashtra,0,105149.98,Closed,No,105149.98,33280,Vijay Manjrekar,29-Apr-2019,,16039.82
10212570,30-Mar-2019,New Horizons,Based On Sales Quotations 10405.,30-Mar-2019,Maharashtra,0,10872.14,Closed,No,10872.14,33280,Vijay Manjrekar,29-Apr-2019,,1658.46
10212569,30-Mar-2019,New Horizons,Based On Sales Quotations 10063.,30-Mar-2019,Maharashtra,0,121560.61,Closed,Yes,121560.61,33280,Vijay Manjrekar,29-Apr-2019,,18543.14
10212568,30-Mar-2019,New Horizons,Based On Sales Quotations 7282.,30-Mar-2019,Maharashtra,0,12810.2,Closed,No,12810.2,30699,Saquib Shaikh,29-Apr-2019,,1954.1
10212567,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10385.,30-Mar-2019,Maharashtra,0,104805.94,Open,No,104805.94,31265,Vishal Gajera,29-Apr-2019,,14959.94
10212566,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10053.,30-Mar-2019,Maharashtra,0,80894.38,Open,No,80894.38,30702,Vishal Gajera,29-Apr-2019,,11489.28
10212565,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10357.,30-Mar-2019,Maharashtra,0,94366.68,Open,No,94366.68,31078,Vishal Gajera,29-Apr-2019,,14394.92
10212564,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10334.,30-Mar-2019,Maharashtra,0,14514,Open,No,14514,31323,Vishal Gajera,29-Apr-2019,,2214
10212563,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10354.,30-Mar-2019,Maharashtra,0,6708.3,Open,No,6708.3,31301,Vishal Gajera,29-Apr-2019,,1023.3
10212562,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10327.,30-Mar-2019,Maharashtra,0,30774.28,Open,No,30774.28,32243,Vishal Gajera,29-Apr-2019,,4694.38
10212561,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10320.,30-Mar-2019,Maharashtra,0,61468.56,Open,No,61468.56,30853,Vishal Gajera,29-Apr-2019,,9376.56
10212560,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10312.,30-Mar-2019,Maharashtra,0,108874.86,Open,No,108874.86,30847,Vishal Gajera,29-Apr-2019,,16567.15
10212559,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10297.,30-Mar-2019,Maharashtra,0,94267.84,Open,No,94267.84,29787,Vishal Gajera,29-Apr-2019,,14379.84
10212558,15-Feb-2019,JSC OGCC KazstroyService,Based On Sales Quotations 10236.,01-Mar-2019,Maharashtra,"92,802.70",6742116.16,Closed,No,6742116.16,,Vijay Manjrekar,31-Mar-2019,,0
10212557,20-Dec-2018,J S Equipments,Based On Sales Quotations 10273.,09-Apr-2019,Maharashtra,0,3599409.39,Closed,No,3599409.39,33381,Vijay Manjrekar,09-May-2019,,549062.46
10212556,25-Feb-2019,Huntsman International India Pvt Ltd,Based On Sales Quotations 7275.,25-Feb-2019,Maharashtra,0,5905.48,Closed,No,5905.48,31800,Mayur Salunke,27-Mar-2019,,900.84
10212555,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10228.,30-Mar-2019,Maharashtra,0,114653.2,Open,No,114653.2,31298,Vishal Gajera,29-Apr-2019,,17489.47
10212554,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10221.,30-Mar-2019,Maharashtra,0,21365.28,Open,No,21365.28,29855,Vishal Gajera,29-Apr-2019,,3149.28
10212553,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10027.,30-Mar-2019,Maharashtra,0,38006.84,Open,No,38006.84,30807,Vishal Gajera,29-Apr-2019,,5781.33
10212552,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10203.,30-Mar-2019,Maharashtra,0,84935.22,Closed,No,84935.22,32243,Vishal Gajera,29-Apr-2019,,12956.22
10212551,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 7245.,30-Mar-2019,Maharashtra,0,56650.74,Closed,No,56650.74,33212,Vishal Gajera,29-Apr-2019,,8641.64
10212550,28-Mar-2019,Dolphin Offshore Shipping Ltd.,Based On Sales Quotations 10175.,28-Mar-2019,Maharashtra,0,15768442,Closed,No,15768442,33341,Vijay Manjrekar,27-Apr-2019,,0
10212549,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10138.,30-Mar-2019,Maharashtra,0,56650.74,Closed,Yes,56650.74,32243,Vishal Gajera,29-Apr-2019,,8641.64
10212548,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10076.,30-Mar-2019,Maharashtra,0,110694.32,Open,No,110694.32,30092,Vishal Gajera,29-Apr-2019,,16885.58
10212547,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10058.,30-Mar-2019,Maharashtra,0,19934.4,Closed,No,19934.4,31262,Vishal Gajera,29-Apr-2019,,3040.84
10212546,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10037.,30-Mar-2019,Maharashtra,0,84771.79,Closed,No,84771.79,31298,Vishal Gajera,29-Apr-2019,,12931.29
10212545,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10035.,30-Mar-2019,Maharashtra,0,184131.7,Open,No,184131.7,31274,Vishal Gajera,29-Apr-2019,,24908.3
10212544,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10049.,30-Mar-2019,Maharashtra,0,115242.7,Open,No,115242.7,30788,Vishal Gajera,29-Apr-2019,,16873.87
10212543,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10031.,30-Mar-2019,Maharashtra,0,34072.24,Closed,No,34072.24,31265,Vishal Gajera,29-Apr-2019,,4814.28
10212542,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10005.,30-Mar-2019,Maharashtra,0,33372.76,Closed,No,33372.76,30092,Vishal Gajera,29-Apr-2019,,5090.76
10212541,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 7250.,30-Mar-2019,Maharashtra,0,18097.66,Closed,No,18097.66,29360,Vishal Gajera,29-Apr-2019,,2760.66
10212540,30-Mar-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 6920.,01-Apr-2019,Maharashtra,0,15034.93,Open,No,15034.93,32867,Supriya Govalkar,01-May-2019,,2293.45
10212539,30-Mar-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 7239.,06-Apr-2019,Maharashtra,0,19239.2,Open,No,19239.2,33207,Supriya Govalkar,06-May-2019,,2934.8
10212538,30-Mar-2019,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 6834.,25-Apr-2019,Maharashtra,0,34495.34,Closed,No,34495.34,32832,Arul Patwardhan,25-May-2019,,5262
10212537,30-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 7241.,30-Mar-2019,Maharashtra,0,84864.42,Closed,No,84864.42,30105,Vishal Gajera,29-Apr-2019,,12945.42
10212536,30-Mar-2019,Cummins Technologies India Pvt. Ltd. - Recon India,Based On Sales Quotations 4190.,10-Apr-2019,Maharashtra,0,40444.44,Closed,No,40444.44,29672,Sajida Sayyed,10-May-2019,,0
10212535,29-Mar-2019,Reliance Industries Ltd.,Based On Sales Quotations 5993.,30-Jun-2019,Maharashtra,0,1120564.48,Open,No,1120564.48,31331,Mitesh Mandaliya,30-Jul-2019,,120060.48
10212534,29-Mar-2019,GlaxoSmithKline Consumer Healthcare Ltd.,Based On Sales Quotations 7227.,08-Apr-2019,Maharashtra,0,10985.8,Closed,No,10985.8,32367,Deepa Gade,08-May-2019,,1675.8
10212533,29-Mar-2019,Survival Systems India,Based On Sales Quotations 6863.,05-Apr-2019,Maharashtra,0,3207.68,Closed,No,3207.68,32865,Ghousuddin Shaikh,05-May-2019,,343.68
10212532,29-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7001.,12-Apr-2019,Maharashtra,0,30742.09,Closed,No,30742.09,33004,Husna Khan,12-May-2019,,4689.46
10212531,29-Mar-2019,Gillette India Ltd.,Based On Sales Quotations 7221.,07-Apr-2019,Maharashtra,0,2167.13,Closed,No,2167.13,33201,Sanjeev Shukla,07-May-2019,,330.58
10212530,29-Mar-2019,Husco Hydraulics Pvt. Ltd.,Based On Sales Quotations 7226.,05-Apr-2019,Maharashtra,0,2643.2,Closed,No,2643.2,33200,Pravin Shinde,05-May-2019,,403.2
10212529,29-Mar-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 7225.,22-Apr-2019,Maharashtra,0,3802.01,Closed,No,3802.01,33191,Sanjeev Shukla,22-May-2019,,579.97
10212528,29-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7020.,04-Apr-2019,Maharashtra,0,6499.99,Closed,No,6499.99,32882,Husna Khan,04-May-2019,,991.52
10212527,29-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 7217.,29-Mar-2019,Maharashtra,0,42991.84,Closed,No,42991.84,30235,Vishal Gajera,28-Apr-2019,,6558.08
10212526,29-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 7224.,29-Mar-2019,Maharashtra,0,887.6,Open,No,887.6,31747,Vishal Gajera,28-Apr-2019,,135.4
10212525,29-Mar-2019,Maschio Gaspardo India Pvt. Ltd.,Based On Sales Quotations 7214.,11-Apr-2019,Maharashtra,0,9581.6,Open,No,9581.6,33194,Rahul Sonawane,11-May-2019,,1461.6
10212524,29-Mar-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 7173.,17-Apr-2019,Maharashtra,0,36374.8,Closed,No,36374.8,33152,Supriya Govalkar,17-May-2019,,5548.7
10212523,01-Mar-2019,Bituflex Shipping And Trading LLP,Based On Sales Quotations 7206.,01-Mar-2019,Maharashtra,0,1850771,Open,No,1850771,27694,Mithun Trisule,31-Mar-2019,,282321
10212522,29-Mar-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 7182.,16-Apr-2019,Maharashtra,0,8958.86,Closed,No,8958.86,33155,Supriya Govalkar,16-May-2019,,1366.61
10212521,29-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7211.,05-Apr-2019,Maharashtra,0,11013.33,Closed,Yes,11013.33,32662,Aditya Andankar,05-May-2019,,1680
10212520,29-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 6944.,12-Apr-2019,Maharashtra,0,17141.06,Closed,No,17141.06,32816,Husna Khan,12-May-2019,,2614.74
10212519,28-Mar-2019,Assam Air Products Pvt. Ltd.,Based On Sales Quotations 7153.,15-Apr-2019,Maharashtra,0,1569.4,Closed,No,1569.4,33137,Mithun Trisule,15-May-2019,,239.4
10212518,29-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 6650.,05-Apr-2019,Maharashtra,0,11013.33,Closed,No,11013.33,32662,Aditya Andankar,05-May-2019,,1680
10212517,29-Mar-2019,Piramal Enterprises Ltd.,Based On Sales Quotations 7080.,01-Apr-2019,Maharashtra,0,30071.9,Closed,No,30071.9,33007,Mrunal Malkar,01-May-2019,,4116.9
10212516,29-Mar-2019,Siemens Ltd.,Based On Sales Quotations 7191.,05-Apr-2019,Maharashtra,0,14271.74,Closed,No,14271.74,33145,Sarika Tanawade,05-May-2019,,2177
10212515,29-Mar-2019,Siemens Ltd.,Based On Sales Quotations 7190.,05-Apr-2019,Maharashtra,0,10194.14,Closed,No,10194.14,33146,Sarika Tanawade,05-May-2019,,1555.04
10212514,28-Mar-2019,Siemens Ltd.,Based On Sales Quotations 7185.,05-Apr-2019,Maharashtra,0,24465.92,Closed,No,24465.92,32553,Sarika Tanawade,05-May-2019,,3732.08
10212513,28-Mar-2019,Siemens Ltd.,Based On Sales Quotations 7181.,05-Apr-2019,Maharashtra,0,12232.98,Closed,No,12232.98,32551,Sarika Tanawade,05-May-2019,,1866.06
10212512,28-Mar-2019,Siemens Ltd.,Based On Sales Quotations 7180.,05-Apr-2019,Maharashtra,0,10194.14,Closed,No,10194.14,32548,Sarika Tanawade,05-May-2019,,1555.04
10212511,28-Mar-2019,Siemens Ltd.,Based On Sales Quotations 7170.,05-Apr-2019,Maharashtra,0,22427.1,Closed,No,22427.1,30777,Sarika Tanawade,05-May-2019,,3421.08
10212510,26-Mar-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 6890.,26-Mar-2019,Maharashtra,0,9037.65,Open,No,9037.65,32896,Supriya Govalkar,25-Apr-2019,,1378.62
10212509,28-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 6485.,20-Apr-2019,Maharashtra,0,387186.3,Closed,No,387186.3,32109,Neha Mundhe,20-May-2019,,59062.32
10212508,28-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7169.,04-Apr-2019,Maharashtra,0,1904,Closed,No,1904,33093,Husna Khan,04-May-2019,,204
10212507,28-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 6536.,03-May-2019,Maharashtra,0,194409.72,Open,No,194409.72,32314,Husna Khan,02-Jun-2019,,29655.72
10212506,28-Mar-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 7162.,20-Apr-2019,Maharashtra,0,6004.22,Closed,No,6004.22,33134,Sanjeev Shukla,20-May-2019,,915.9
10212505,28-Mar-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 7161.,08-Apr-2019,Maharashtra,0,14377.12,Closed,No,14377.12,33143,Sanjeev Shukla,08-May-2019,,2193.12
10212504,28-Mar-2019,Cargill India Pvt. Ltd.,Based On Sales Quotations 6569.,20-Jun-2019,Maharashtra,0,724994.36,Open,No,724994.36,32542,Rahul Sonawane,20-Jul-2019,,110592.36
10212503,28-Mar-2019,Eaton India Innovation Center LLP,Based On Sales Quotations 7090.,22-Apr-2019,Maharashtra,0,21000,Open,No,21000,29774,Mitesh Mandaliya,22-May-2019,,0
10212502,27-Mar-2019,Maschio Gaspardo India Pvt. Ltd.,Based On Sales Quotations 7130.,10-Apr-2019,Maharashtra,0,8570.74,Open,No,8570.74,33118,Rahul Sonawane,10-May-2019,,1307.4
10212501,27-Mar-2019,IAC International Automotive India Pvt. Ltd.,Based On Sales Quotations 6743.,06-Apr-2019,Maharashtra,0,41519.48,Closed,No,41519.48,32556,Pravin Shinde,06-May-2019,,6333.48
10212500,27-Mar-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 7129.,07-Apr-2019,Maharashtra,0,13077.05,Closed,No,13077.05,33077,Sanjeev Shukla,07-May-2019,,1994.81
10212499,27-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 6981.,03-Apr-2019,Maharashtra,0,7710.24,Closed,No,7710.24,32752,Husna Khan,03-May-2019,,1176.14
10212498,28-Mar-2019,Trident Computer Resources Inc.,Based On Sales Quotations 7087.,28-Mar-2019,Maharashtra,"5,914.56",404259.5,Closed,No,404259.5,,Nida Khan,27-Apr-2019,,20816
10212497,27-Mar-2019,Daulatram Engg. Services Pvt. Ltd.,Based On Sales Quotations 7134.,05-Apr-2019,Maharashtra,0,77030.4,Closed,No,77030.4,33124,Arul Patwardhan,05-May-2019,,11750.4
10212496,28-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7146.,03-Apr-2019,Maharashtra,0,4017.02,Open,No,4017.02,33132,Mitesh Mandaliya,03-May-2019,,612.76
10212495,28-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 6822.,03-Apr-2019,Maharashtra,0,98221.47,Open,No,98221.47,32680,Mitesh Mandaliya,03-May-2019,,13354.74
10212494,27-Mar-2019,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 7137.,02-Apr-2019,Maharashtra,0,10631.8,Closed,No,10631.8,33125,Ghousuddin Shaikh,02-May-2019,,1621.8
10212493,27-Mar-2019,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 7122.,24-Apr-2019,Maharashtra,0,112919.45,Closed,No,112919.45,33116,Sarika Tanawade,24-May-2019,,17225
10212492,27-Mar-2019,Flextronics Technologies India Pvt. Ltd.,Based On Sales Quotations 6368.,26-Apr-2019,Maharashtra,0,276000,Open,No,276000,32295,Kartik Pai,26-May-2019,,0
10212491,27-Mar-2019,Nhava Sheva International Container Terminal Pvt. Ltd.,Based On Sales Quotations 7055.,09-Apr-2019,Maharashtra,0,20455.57,Closed,No,20455.57,32936,Rahul Sonawane,09-May-2019,,3120.34
10212490,27-Mar-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 7107.,26-Mar-2019,Maharashtra,0,37014.24,Closed,No,37014.24,31262,Vishal Gajera,25-Apr-2019,,5646.24
10212489,27-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7111.,15-Apr-2019,Maharashtra,0,78873.56,Open,No,78873.56,33112,Aditya Andankar,15-May-2019,,12031.56
10212488,27-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7095.,10-Apr-2019,Maharashtra,0,229333,Open,No,229333,33102,Aditya Andankar,10-May-2019,,34983
10212487,27-Mar-2019,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,Based On Sales Quotations 6995.,10-Apr-2019,Maharashtra,0,34993.5,Closed,No,34993.5,31739,Mayur Salunke,10-May-2019,,5248.5
10212486,27-Mar-2019,Daulatram Engg. Services Pvt. Ltd.,Based On Sales Quotations 7048.,28-Mar-2019,Maharashtra,0,1062,Closed,No,1062,33071,Arul Patwardhan,27-Apr-2019,,162
